"Model","Scenario","Region","Variable","Unit","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"IIASA GDP 2023","SSP2","Cyprus","GDP|PPP","billion USD_2017/yr",43.0416234629113,55.1505014641121,65.1149885991689,74.9219132428477,82.5923219345807,89.7298030751553,96.3223587804643,103.116667718454,109.746837688912,115.18513946,118.827587652584,121.734366438479,124.276575408484,126.234478261436,127.718290414161,128.588093946053
"IIASA GDP 2023","SSP2","Czechia","GDP|PPP","billion USD_2017/yr",462.081129318046,479.18670265246,489.46449347237,502.322811524366,521.740144835117,538.643056245076,558.663474365791,578.872966611314,604.264017138861,625.617064696917,640.009799933142,650.547859413482,661.267970181684,674.022124005794,689.121348596121,711.893202099261
"IIASA GDP 2023","SSP2","Germany","GDP|PPP","billion USD_2017/yr",4667.03275848271,4750.40359892851,4868.70433285061,5009.26646198399,5210.4051829011,5334.13649268377,5480.33897769772,5599.97999182467,5876.20640307969,6176.55658416754,6507.85638890405,6846.12979499465,7170.77914177137,7483.04018298124,7793.23589433054,8104.35809152906
"IIASA GDP 2023","SSP2","Djibouti","GDP|PPP","billion USD_2017/yr",6.4756236837176,7.69747825823302,9.27592080541103,10.9688661883096,12.6206787409207,14.264650026531701,15.915025118239,17.6010111941408,19.3203017797361,21.1211631555838,23.0536992594548,25.1497535531215,27.3834196232598,29.7130880430348,32.0801133322916,34.4684108545376
"IIASA GDP 2023","SSP2","Denmark","GDP|PPP","billion USD_2017/yr",361.315657463635,362.902488595449,375.860060134956,390.765082094267,407.4043553465,425.100022700749,448.765175568625,472.476876202349,497.245249730896,525.115567361704,554.265277470108,585.051456122237,617.371883254469,649.617476043451,681.940721671871,714.384486103875
"IIASA GDP 2023","SSP2","Dominican Republic","GDP|PPP","billion USD_2017/yr",249.716185034686,281.560924982272,323.239835131666,368.065290696715,414.25458061402,465.128052826776,515.717121662883,564.584928966801,608.704050389241,653.972099389395,695.213586499996,731.560174045481,761.644234544049,787.971727964636,811.707624236922,832.107228491701
"IIASA GDP 2023","SSP2","Algeria","GDP|PPP","billion USD_2017/yr",530.710596835812,683.15619318748,866.124116502674,1086.47050851857,1337.36071150099,1614.68484234239,1898.52373470229,2190.86014671831,2487.63892649523,2779.91733654614,3038.84623292628,3261.93365410373,3461.76652913864,3665.63843713269,3876.46979386968,4075.44652615343
"IIASA GDP 2023","SSP2","Ecuador","GDP|PPP","billion USD_2017/yr",212.656797266798,262.905539312281,317.422009392876,375.666341511069,434.538799031242,491.712909112559,548.536806635413,605.30225754599,661.268024026649,715.385094801337,766.384774781145,813.160267171226,854.534670047763,891.838010572596,923.191197040706,951.03373752882
"IIASA GDP 2023","SSP2","Egypt","GDP|PPP","billion USD_2017/yr",1630.49694392023,1743.97305505743,2063.8507996844,2457.05262442658,2928.35531272684,3504.57728840184,4195.21039454569,4952.18125259195,5729.96801612352,6521.68969128688,7351.12832938559,8177.45777882143,8954.6982906406,9739.71795339279,10527.8114162101,11273.1154981823
"IIASA GDP 2023","SSP2","Spain","GDP|PPP","billion USD_2017/yr",2006.039814467,2189.77157260891,2355.33353962635,2530.09751245768,2719.31185556407,2898.8140209966,3055.51034528785,3194.63469660555,3340.74668670816,3475.70232255826,3593.56471908447,3714.58637603727,3875.96543800493,4073.98698819595,4293.02148856249,4495.70347288427
"IIASA GDP 2023","SSP2","Estonia","GDP|PPP","billion USD_2017/yr",53.8606681973858,51.0023229011187,51.1943527912178,50.7386014635818,51.479010358274,52.337042820874,53.8132776797294,55.5738618277754,58.1026716680695,60.100878542076,61.6486666612726,63.0785701296489,64.6981438576079,66.3929748595117,68.0022294026378,69.3914347530767
"IIASA GDP 2023","SSP2","Ethiopia","GDP|PPP","billion USD_2017/yr",364.128455195493,416.980070822171,517.547147839832,629.739602573918,748.394023336273,874.335418625307,1009.10389287473,1153.04611842769,1308.8428598275,1476.9829118245,1660.73179131947,1860.64395417962,2080.2737672931,2316.64161761175,2571.47786198158,2842.17421220963
"IIASA GDP 2023","SSP2","Finland","GDP|PPP","billion USD_2017/yr",282.872594522071,294.7228876986,326.606220200523,354.583628610523,366.831127784576,384.108750187271,398.056505740562,414.367431328086,429.530430971026,447.376070063922,465.250352427213,483.934640137476,506.344373855366,531.605945260596,556.964675286566,580.73928458151
"IIASA GDP 2023","SSP2","Fiji","GDP|PPP","billion USD_2017/yr",12.9135270098024,15.1310080695023,17.6617421754826,20.4119515651749,23.0549676787813,25.5595226451042,27.8128578574881,29.8239740035794,31.6265935145339,33.3099903979853,34.9366355136503,36.3590201619639,37.7682468173486,39.1597789979025,40.6877739974309,42.301138335338
"IIASA GDP 2023","SSP2","France","GDP|PPP","billion USD_2017/yr",3259.59509244807,3737.12926517427,4117.10166889882,4484.23252208985,4829.21626883088,5211.9235742237,5614.66561252092,6041.97091969239,6479.59695575597,6918.401159194,7350.07071956779,7807.39803132721,8293.29737824183,8799.67178904011,9301.8176822606,9784.79538414545
"IIASA GDP 2023","SSP2","Gabon","GDP|PPP","billion USD_2017/yr",36.3754111664013,40.4888725999776,46.620358396901,53.5299092410122,61.0996208861939,69.64544770781811,79.0919832512667,89.0709873307658,99.5224923717023,110.588408397283,122.176167837183,133.87329432651,145.496117094027,157.3258747276,169.445682156968,181.408067375446
"IIASA GDP 2023","SSP2","United Kingdom","GDP|PPP","billion USD_2017/yr",3236.79899188594,3524.39713591685,3718.39820337933,3892.61276086014,4086.38206518897,4345.05255909258,4576.27942417787,4796.76940044417,5002.13802492861,5196.49261336678,5412.13255167852,5672.64933370426,5980.19564812963,6316.69375808332,6665.98448259522,7012.42721169578
"IIASA GDP 2023","SSP2","Georgia","GDP|PPP","billion USD_2017/yr",72.6148718589055,54.9364782212647,54.0473446264269,52.481429105931,51.5425266141301,52.1256460391998,53.9282600285885,55.9315039381921,57.5075338625305,58.8423901363616,60.3609804406368,62.1840055675419,64.3377381494578,66.8072701233816,69.4974195304389,72.1522305462991
"IIASA GDP 2023","SSP2","Ghana","GDP|PPP","billion USD_2017/yr",202.044150839662,187.911464354209,212.73032713082,239.884475206879,276.738218580299,325.549421903274,383.892969951969,453.180474349414,534.220345915537,630.697802450783,741.854215999629,868.124749813138,1010.10434350435,1169.11928796299,1344.60858444655,1534.11601371068
"IIASA GDP 2023","SSP2","Guinea","GDP|PPP","billion USD_2017/yr",44.1092445420644,62.90915882897,92.2928022285836,131.289102706988,176.654011350593,229.108592996736,290.518381225065,358.617414122236,431.981721315718,510.391273038607,594.753950109489,683.20551269008,772.65193188818,862.49635118973,951.580004128619,1039.67004622337
"IIASA GDP 2023","SSP2","Gambia","GDP|PPP","billion USD_2017/yr",6.79833402901597,8.29983854578404,11.203906252276,14.8010285868571,18.8157683821766,23.4337152632977,28.7887834119616,34.6264267860605,40.9762018159278,47.8469709921978,55.3009128906295,63.2408660397766,71.8521414389063,81.1708794165808,91.2077718507168,101.604564686099
"IIASA GDP 2023","SSP2","Guinea-Bissau","GDP|PPP","billion USD_2017/yr",5.35080159759508,5.78236563272939,7.25803330320319,8.9383558223638,10.6411121037255,12.3675209876026,14.1861023354181,16.0591732877384,17.996162881565,20.0592890115769,22.2839291966219,24.705404869751,27.3497989381269,30.2424610315139,33.4048544028146,36.8483663337786
"IIASA GDP 2023","SSP2","Equatorial Guinea","GDP|PPP","billion USD_2017/yr",19.5757421653159,15.0601623991481,16.2750460508523,17.0421762372104,18.735357931798198,21.0924330197133,24.1060946334384,27.697626932741,32.1770343792031,37.3041006908957,42.8410081056739,48.4190257730881,54.1876193640141,60.0688326621875,65.8672935425027,71.4108682315701
"IIASA GDP 2023","SSP2","Greece","GDP|PPP","billion USD_2017/yr",351.053029717688,413.945307192401,461.320610711911,505.391864190391,543.401857845571,578.829553591546,611.059931084374,639.089700002429,660.278407496025,675.349355383095,685.658116457203,695.588660241605,713.217703609966,739.529762961233,771.240831645553,803.712062874409
"IIASA GDP 2023","SSP2","Grenada","GDP|PPP","billion USD_2017/yr",2.02204801641706,2.20279760488836,2.47028690982413,2.76366227883549,3.11842676463699,3.4881593475302,3.84502111359556,4.17694254253142,4.53890927123324,4.91235847291005,5.27353355942329,5.60423116912539,5.91818334301706,6.22683639600063,6.53290754547272,6.84110004597492
"IIASA GDP 2023","SSP2","Guatemala","GDP|PPP","billion USD_2017/yr",176.127286998994,187.402250099688,213.150761601823,242.517807953888,274.386542928343,309.574458689928,348.429389160149,391.800835025275,437.63928067883,487.138455873177,541.350645255518,601.800643674211,665.784838919168,731.684530052685,797.769655944007,863.771649729393
"IIASA GDP 2023","SSP2","Hong Kong","GDP|PPP","billion USD_2017/yr",471.694224170903,484.498995172513,522.208788757565,566.536392726041,597.692402470598,644.136702122041,697.491844231941,755.67392614476,816.31647368819,874.36898407231,918.181493720777,952.428224181913,983.306340399742,1012.88745273324,1042.15870827256,1067.42352610008
"IIASA GDP 2023","SSP2","Honduras","GDP|PPP","billion USD_2017/yr",66.3333673841409,75.9411293335318,91.6276446989641,109.545101876038,128.35480133989,148.593821596559,171.12096045221,195.792854085869,221.891521423762,249.517492602609,279.009831585189,310.655455413971,343.16342760545,375.375171906327,406.73849782076,437.816413455901
"IIASA GDP 2023","SSP2","Croatia","GDP|PPP","billion USD_2017/yr",140.003450917203,128.686775073901,132.612233445541,137.942392113264,145.050221393713,150.486329073561,155.497981943382,161.245896339844,168.021698932754,174.529179940245,180.229322135986,185.365833995583,190.241992735065,195.093767580157,199.770319764946,204.085983719073
"IIASA GDP 2023","SSP2","Haiti","GDP|PPP","billion USD_2017/yr",33.2815285100113,35.7610862769201,44.7052136129339,54.7705251827348,65.6611745226449,77.0124611221182,88.6056787112897,100.495719982985,113.417237348011,127.721518773035,143.635634780545,161.230476193489,180.671484102868,202.053390565351,225.765561413568,251.955890584925
"IIASA GDP 2023","SSP2","Hungary","GDP|PPP","billion USD_2017/yr",371.278751225674,396.521876970885,420.527576887115,444.748157105693,473.503707379478,486.416108621607,501.779827211314,511.556540456931,534.866928272665,550.200106400271,558.59637495577,563.664557878038,566.94045107674,569.804310180833,572.703548872497,575.179567754109
"IIASA GDP 2023","SSP2","Indonesia","GDP|PPP","billion USD_2017/yr",3451.7241,3599.61028184648,4052.01769376131,4572.93853732684,5177.27177251194,5883.81707542258,6698.87180865711,7587.48343786013,8500.75093301903,9408.90056145365,10297.5951961936,11113.6698137446,11851.0385475296,12535.397398766,13146.5519720222,13679.7374426225
"IIASA GDP 2023","SSP2","India","GDP|PPP","billion USD_2017/yr",12006.6099114987,13093.3141688783,15455.7163278001,18216.3548106082,21372.1693128405,24890.563819729,28608.1049610033,32509.5609520177,36685.9883313607,40958.4494370651,45295.5619396702,49496.6129648971,53396.0225811845,57056.3247242663,60488.5983061943,63626.2206245409
"IIASA GDP 2023","SSP2","Ireland","GDP|PPP","billion USD_2017/yr",661.556962025926,549.99365022937,594.783915282272,644.882773520712,698.363346801022,756.888529004829,814.160166626019,871.150593023317,927.008608138034,974.326439438123,1010.13976149732,1042.38631372372,1076.25798124676,1111.80624109761,1145.9663217023,1174.22509270317
"IIASA GDP 2023","SSP2","Iran","GDP|PPP","billion USD_2017/yr",1437.16471921122,1571.92341441401,1802.52998251463,2063.91337358474,2336.43324893377,2656.15635404437,2978.51356002766,3322.74919820062,3730.180229784,4153.96858602534,4529.99777580819,4816.25663805799,5048.0665034912,5262.04990320091,5498.87169286102,5709.77416136488
"IIASA GDP 2023","SSP2","Iraq","GDP|PPP","billion USD_2017/yr",483.811357306205,583.967362958561,717.202395155901,871.212518008936,1045.8870919774,1250.93930507638,1480.60438237316,1730.32024702961,1985.5959438217,2249.7929481236,2519.42510409535,2789.19936702241,3048.42290837596,3311.34264359033,3567.87097868209,3808.7922222861
"IIASA GDP 2023","SSP2","Iceland","GDP|PPP","billion USD_2017/yr",22.650287018501402,25.5281799929642,27.7927841963021,29.9502299575942,31.897153253409,33.5866284547411,35.3956820463176,37.4934755349002,39.775474535873,42.238638887211,44.7248757297185,47.1960771706465,49.6901618965263,52.1549645181072,54.6104296001915,57.0388889144224
"IIASA GDP 2023","SSP2","Israel","GDP|PPP","billion USD_2017/yr",464.218654823903,576.036334260555,671.555240000777,767.869278381309,857.021655790694,945.524581241148,1043.3247582626,1143.76162346546,1242.75119288313,1335.32691293249,1430.71830615191,1538.10830072478,1656.12397550222,1784.29190306178,1924.33401187584,2072.10732247602
"IIASA GDP 2023","SSP2","Italy","GDP|PPP","billion USD_2017/yr",2659.36962307793,2909.7354820385,3111.52885631125,3297.60597026835,3486.71223079833,3666.89584120534,3826.93207199259,4000.37721797211,4224.76000807152,4436.61790017809,4608.34463864597,4774.3385926509,4962.60205059003,5160.17920360069,5356.2667052072,5531.09461833107
"IIASA GDP 2023","SSP2","Jamaica","GDP|PPP","billion USD_2017/yr",29.9504180167319,34.8381642045296,40.5735413272006,46.5624143575228,52.5965525902511,58.4541572394653,64.1416088066937,69.469087904979,74.6245196612475,79.78835812673,84.9001445470071,89.6179363710978,94.1178909242,98.1425929171,101.894465298373,105.480377063221
"IIASA GDP 2023","SSP2","Jordan","GDP|PPP","billion USD_2017/yr",114.730110235439,120.621548483154,139.491687465238,161.54011942106,189.983344656302,224.685592736784,263.333912862374,304.362923099357,347.125283439463,392.738763594079,440.817171723095,488.539331680024,536.378560302834,583.915853503072,627.87756967306,667.785054400323
"IIASA GDP 2023","SSP2","Japan","GDP|PPP","billion USD_2017/yr",5351.99120175152,7412.27634729312,7595.80412428275,7079.93887263079,8188.76247064766,8383.45664685948,8639.96543432959,8318.66417573553,8757.26848893646,9105.7817438884,9378.45617164783,9594.67988366831,9776.39098606546,9929.80958063333,10042.4649058382,10104.647762771
"IIASA GDP 2023","SSP2","Kazakhstan","GDP|PPP","billion USD_2017/yr",577.509298375532,578.996090391428,612.137463767222,647.24904978712,690.916991607407,738.776711211317,789.898531570276,838.416254397009,885.124193609647,934.833535123346,982.843569513434,1029.68691893028,1078.14079724486,1129.59894901065,1182.4450023239,1236.2381409899
"IIASA GDP 2023","SSP2","Kenya","GDP|PPP","billion USD_2017/yr",310.293106808272,373.19769067445,470.270968896668,585.054450889996,713.610428514384,856.813819264249,1009.78692108104,1174.99846663207,1352.15789503296,1540.14919417489,1735.56134979563,1944.66431650929,2169.12897871733,2406.21690430285,2650.75122398026,2899.21337283891
"IIASA GDP 2023","SSP2","Kyrgyzstan","GDP|PPP","billion USD_2017/yr",38.3844727521784,42.6566020182471,49.5329546443295,56.307941845943,63.1513866122348,71.9592111096799,80.777675664091,89.7412086991215,98.4737359646312,108.49535232632,119.213123262118,130.256866558673,141.325493663059,152.984810325075,165.392491450019,178.372259713001
"IIASA GDP 2023","SSP2","Cambodia","GDP|PPP","billion USD_2017/yr",90.6974818978033,94.767191029672,107.769569989012,122.738491632608,139.359282406395,157.032181896189,174.177183147345,193.112406008219,215.396546964833,241.52266885145,270.117064641454,301.136243790345,335.612586382235,373.86148257807,416.164024228613,461.130893459382
"IIASA GDP 2023","SSP2","South Korea","GDP|PPP","billion USD_2017/yr",2500.61692153945,2574.93907377582,2748.85497343701,2906.50714596374,3273.48704912933,3411.89919572822,3532.37471020582,3399.96647378974,3480.29566119687,3521.85925316603,3477.02729091486,3398.14574321667,3348.8166825854,3314.80215809067,3262.82075814643,3194.89404936778
"IIASA GDP 2023","SSP2","Kuwait","GDP|PPP","billion USD_2017/yr",223.195805537891,246.005356950955,266.026577052481,284.966246583147,301.564555033435,313.175933837154,326.557641777771,349.159687836595,384.631285999886,413.135575482855,435.282977049926,454.193373209747,470.675380162168,486.957137188102,502.353396256724,514.558930236202
"IIASA GDP 2023","SSP2","Laos","GDP|PPP","billion USD_2017/yr",65.644306316898,66.2922357071005,75.0994317831272,85.8343989384712,99.3837948064253,116.004700880418,135.850447347861,158.353800692956,183.635067580804,211.416947290433,241.534620036094,272.237858849704,302.275884999752,331.113041935926,358.544478284433,383.59174760202
"IIASA GDP 2023","SSP2","Lebanon","GDP|PPP","billion USD_2017/yr",75.3907914047014,84.8861006844035,98.8811526129665,114.25789907448,132.670984647106,152.374978754079,171.109511873948,189.028534436854,205.245410340371,219.778087041347,233.340340768257,246.513558473813,258.389617551146,270.210701314694,280.297383598433,288.505337643707
"IIASA GDP 2023","SSP2","Liberia","GDP|PPP","billion USD_2017/yr",8.84107442807144,10.2798038303019,13.7917986595723,17.9727502015893,22.5510506285787,27.3737590610621,32.4536034843507,37.8014380605252,43.5990481061176,49.7741934370277,56.3176896375975,63.2877398291377,70.8510107989257,79.0313836561876,87.7945750738909,97.2052886974142
"IIASA GDP 2023","SSP2","Saint Lucia","GDP|PPP","billion USD_2017/yr",2.89214798076083,3.2475034928669,3.6618662521842,4.10047099201387,4.59593740443405,5.11536587634095,5.60481133187047,6.00384048807457,6.3765738295146,6.75335417999347,7.13161767085558,7.4747976971811,7.77182186316936,8.00160370340195,8.19530256498845,8.36716660118765
"IIASA GDP 2023","SSP2","Sri Lanka","GDP|PPP","billion USD_2017/yr",273.493735420331,301.035727420307,343.973673110133,393.035730207767,444.355156418801,497.151767911541,548.406955693915,600.129079341421,646.944015948079,690.810690933588,731.507718996003,769.139429545652,805.252472670999,840.067397698918,871.640901541094,899.134834477057
"IIASA GDP 2023","SSP2","Lesotho","GDP|PPP","billion USD_2017/yr",5.9455959345825,7.24563529147948,9.51133316270773,12.2503424428755,15.2373182282965,18.4312859483051,21.8312119959157,25.3644964269344,28.9611342754416,32.6997233279787,36.5642639523214,40.5734882057,44.6111064575329,48.7110056225031,52.929650859963,57.1583780704457
"IIASA GDP 2023","SSP2","Lithuania","GDP|PPP","billion USD_2017/yr",118.099813723365,96.8585007198456,92.9930184000765,88.2820795166574,82.927804864232,83.0122261627176,83.6768271167142,84.5020151712667,84.6816101446268,86.2603107804652,87.0901737101458,88.0124451743997,89.4973351473165,91.2599383975331,93.1929318754639,94.9156316984367
"IIASA GDP 2023","SSP2","Luxembourg","GDP|PPP","billion USD_2017/yr",79.5948534480371,77.1619087001468,83.7285156004283,90.9409842777432,99.5640508776649,108.73704815972,118.68978736276,128.843235596653,140.708506120067,152.037794012805,161.527830449754,169.665054362573,177.09677025086,184.005815125247,190.374050939959,195.856967327651
"IIASA GDP 2023","SSP2","Latvia","GDP|PPP","billion USD_2017/yr",65.9260816770814,59.3660042361342,58.238844078227,57.2648003800924,57.4952996827697,57.9618309903747,58.6072636222301,59.700217682902704,61.7714264269262,63.815292115319,65.3158833367336,66.6331713055584,68.1387786827936,69.745364444246,71.4767856083536,73.0147696496008
"IIASA GDP 2023","SSP2","Macao","GDP|PPP","billion USD_2017/yr",67.8437454017609,62.1236658885208,68.3380712373924,76.254617871874,83.2646893114772,91.763951555001,100.995957469474,109.922291426661,119.337358985454,128.193312650862,135.387781194365,140.878725633024,145.17117544271,148.33590736324,150.760721011863,151.766134649378
"IIASA GDP 2023","SSP2","Morocco","GDP|PPP","billion USD_2017/yr",335.887979671586,355.716521182551,411.405416499213,476.690875158409,558.390421395022,657.278543875416,768.403508032655,894.721958010221,1038.89491249824,1200.9753284155,1365.98095394692,1522.97076371947,1670.50993130971,1813.21523742771,1951.22046791996,2077.46110048407
"IIASA GDP 2023","SSP2","Moldova","GDP|PPP","billion USD_2017/yr",37.5417461170246,33.4336716403615,33.2139255294689,33.3896048517888,33.7845278801881,34.559682831678,35.7579153966525,37.2031963036179,39.0826833108866,41.2644524014858,43.4567102654002,45.4566732693837,47.426627931007,49.5981174125758,52.1873007443705,54.9588097748301
"IIASA GDP 2023","SSP2","Madagascar","GDP|PPP","billion USD_2017/yr",51.0719666851475,58.6663578135997,78.46335934266111,102.928146154887,131.172911866582,164.099739680853,202.219634797653,245.656999661143,294.944567299236,350.112656129304,411.519690594068,479.131161243317,553.312079511866,634.214119425771,722.017413985238,817.300146397206
"IIASA GDP 2023","SSP2","Maldives","GDP|PPP","billion USD_2017/yr",13.267751375452299,15.8603769151713,18.5663757656312,21.4391103583458,24.1882321865183,26.726859393658,29.145906879319,31.6749418236569,34.3474142781546,37.0758842732645,39.3376773549375,40.8563775888963,41.6955928409544,42.218509783591,42.4326937021814,42.4605064714779
"IIASA GDP 2023","SSP2","Mexico","GDP|PPP","billion USD_2017/yr",2639.13542053343,3080.18085991073,3560.46174483912,4063.54493109986,4563.84781770741,5056.6279323913,5549.1303304386,6040.92937390149,6501.49479162133,6937.86869329844,7348.15275754495,7734.62177868847,8086.99932234106,8417.90580723858,8709.98971335916,8973.68323815814
"IIASA GDP 2023","SSP2","North Macedonia","GDP|PPP","billion USD_2017/yr",38.3480561789904,36.2894331591308,38.0161718784675,39.9817611850978,42.6973103299321,45.9198578960435,49.4007459829803,52.9712658553154,56.6666849734895,60.7806167333568,65.0811139895995,69.4124132276313,73.4631682251545,77.4326368293661,81.3043080274415,85.0880752071128
"IIASA GDP 2023","SSP2","Mali","GDP|PPP","billion USD_2017/yr",55.9786426495079,72.9204244197394,101.698002772305,138.563705070062,181.980903808789,232.093473274364,287.862224569103,348.89646038222,415.175631338036,486.476247662587,562.276513107128,641.779021520322,724.024847348235,809.353180758882,897.475994018611,988.431613947981
"IIASA GDP 2023","SSP2","Malta","GDP|PPP","billion USD_2017/yr",28.4090943341889,30.4101208125326,35.7471343048949,40.9178027235454,44.2742894741598,46.762731470066,48.7349960759437,50.7654339750298,52.9975588704649,55.5649841211222,57.6409879227314,59.305457722449,60.6398580538994,61.7156342090097,62.7445286305712,63.7870734339399
"IIASA GDP 2023","SSP2","Myanmar","GDP|PPP","billion USD_2017/yr",238.776552914578,245.807402729259,281.399995431575,322.545410134027,370.316116771093,427.441649608535,491.4761646089,560.885402473837,635.175049994766,715.522866890521,798.30890158478,882.509913814312,964.2219381574359,1045.70861707402,1127.03898303346,1206.49200963807
"IIASA GDP 2023","SSP2","Montenegro","GDP|PPP","billion USD_2017/yr",14.9551865290612,14.3799823043326,14.8204161712316,15.4225272787786,16.2999952474513,17.4059486838932,18.5063875718431,19.7385087643108,20.9812795397432,22.393032560706,23.6829777260422,24.9043171318556,26.0465258144295,27.1571283981878,28.2191325782217,29.2220106021459
"IIASA GDP 2023","SSP2","Mongolia","GDP|PPP","billion USD_2017/yr",47.8621523477306,49.5527617290517,56.5835992417582,64.822689339942,74.7056232079818,87.9968716393045,103.65326664258,120.867217297754,139.042045914853,158.535997638041,178.123273920366,197.152486451433,216.660004473465,237.376361375873,258.755390453809,279.381645356078
"IIASA GDP 2023","SSP2","Mozambique","GDP|PPP","billion USD_2017/yr",48.9487475545762,56.5370097439037,77.3861685866935,103.350575998874,132.767086416367,165.784214471562,202.690929931212,243.684384708794,289.156599796516,340.553430019517,398.359454936959,462.969487849789,534.198286354356,613.278795431632,700.206590060257,795.163969363175
"IIASA GDP 2023","SSP2","Mauritania","GDP|PPP","billion USD_2017/yr",30.0654149644795,37.3036802578054,48.2679798533733,61.7280343255509,77.6590841662232,96.5897343368206,118.964778973646,144.820278509545,174.332252098399,207.302184027317,243.203564029326,281.288425798374,321.291176592169,362.81190461075,404.488595896762,445.43176405232
"IIASA GDP 2023","SSP2","Mauritius","GDP|PPP","billion USD_2017/yr",32.3692876386321,31.5127419157343,32.9774335685453,34.9663435007676,37.3596851954282,39.7699647107946,42.3766265695497,45.2244344555648,47.824786918341,50.2660151746397,52.3536548773937,54.3287971849684,56.0681736949286,57.3779133938937,58.2523895110246,58.8657163292604
"IIASA GDP 2023","SSP2","Malawi","GDP|PPP","billion USD_2017/yr",33.4099104332771,39.0830836528427,54.705381476553,74.9719463668137,99.4820095495273,127.846693212452,160.313162069196,197.317837636009,239.405430973512,286.350720181301,337.675401103551,394.281606292633,456.454511361116,525.12278767266,599.41853554278,680.447696186657
"IIASA GDP 2023","SSP2","Malaysia","GDP|PPP","billion USD_2017/yr",1095.28384037636,1281.05834059894,1481.87857870837,1697.69131188962,1915.09313160774,2119.16011652151,2311.84277556993,2494.89582028007,2706.74634744781,2902.09951555657,3080.45068550979,3229.69326249725,3357.11066321114,3457.94362843157,3552.83003478569,3680.85985816476
"IIASA GDP 2023","SSP2","Namibia","GDP|PPP","billion USD_2017/yr",25.9697072800231,27.0305925360139,30.7049124991783,34.9308518184468,39.5517600169548,45.0937452539714,51.4884361041725,58.4082202695212,65.7196282172609,73.8442498643982,82.7831672353478,92.3251425161639,102.248910141615,112.629833619784,123.557015850984,135.113002763183
"IIASA GDP 2023","SSP2","Niger","GDP|PPP","billion USD_2017/yr",42.6123239943194,54.0658583008699,79.3699944820464,113.369626528715,155.05868299589,205.207895086878,264.72082150734,334.762872932003,416.428199518775,511.622522140288,621.899141634182,748.251394248291,892.112173212421,1053.6596765873,1233.10884109966,1429.93129828846
"IIASA GDP 2023","SSP2","Nigeria","GDP|PPP","billion USD_2017/yr",1187.62697833403,1420.33487374234,1825.11319802353,2330.41683673787,2938.34940219902,3668.37849394178,4551.85712392428,5581.08072254066,6746.20428030392,8038.50969860108,9483.81526487334,11112.0482089524,12920.4810138927,14891.8423041774,16979.9716950726,19149.0089165639
"IIASA GDP 2023","SSP2","Nicaragua","GDP|PPP","billion USD_2017/yr",44.2434675830559,55.1904414242837,69.6707739156449,86.2742126968275,103.875765273522,122.913171235517,143.10829115875,164.339660905678,186.519444504714,210.169708497405,234.727682682745,259.393731439876,283.523159003905,306.748396932347,329.843925516969,352.804794264721
"IIASA GDP 2023","SSP2","Netherlands","GDP|PPP","billion USD_2017/yr",1082.42209751997,1154.23372852071,1229.31077584626,1303.23390515294,1366.70167173475,1477.64854043556,1578.33693006403,1686.57443198535,1771.51313168662,1878.49330462282,1985.95730833035,2097.89205008196,2212.66681690761,2324.71586262883,2432.2541435718,2534.42931896876
"IIASA GDP 2023","SSP2","Norway","GDP|PPP","billion USD_2017/yr",385.855286006426,393.428406030099,423.209603893465,455.282251827961,488.965427557386,523.141514088109,557.976709950076,594.807585924079,642.22708432649,689.430870976034,731.05865581315,771.019617840515,812.442914972376,853.393388845163,892.486516836535,927.961290620717
"IIASA GDP 2023","SSP2","Nepal","GDP|PPP","billion USD_2017/yr",140.575475105776,145.022158427811,167.698503476868,193.435476854527,221.059386641128,251.679656685138,285.463369849716,323.537414890171,364.035898191569,409.095062441582,460.034874787237,518.279474047885,581.655912916061,648.824626751573,719.226207060408,795.826264570907
"IIASA GDP 2023","SSP2","New Zealand","GDP|PPP","billion USD_2017/yr",235.055202726274,259.597750794392,281.200923021132,302.835270682139,324.252429959083,347.286562241748,366.628027879525,384.584207547191,402.965082032911,421.122394899768,437.303852042538,452.643741886173,470.093010584456,491.88541640123,516.236777919718,541.130031279516
"IIASA GDP 2023","SSP2","Oman","GDP|PPP","billion USD_2017/yr",176.86736837196,196.554497865764,224.020623626366,252.720445003249,278.310089263837,303.064343902359,328.70000994675,354.026787081509,382.201266951777,413.446933349393,435.808804823035,447.813443977407,454.318295933279,460.324484508089,467.18320599254,476.474957622033
"IIASA GDP 2023","SSP2","Pakistan","GDP|PPP","billion USD_2017/yr",1395.66078099173,1659.20454156578,2084.96216690977,2596.44016683745,3209.92694053617,3918.74673434532,4728.82463714466,5663.77923428465,6718.38197291236,7904.64220883547,9207.39676135895,10650.9114800256,12217.680565167,13907.7639729944,15693.5108971901,17507.941521544
"IIASA GDP 2023","SSP2","Panama","GDP|PPP","billion USD_2017/yr",157.844493567714,165.3176537029,180.431809987567,197.047099212801,215.993673782199,235.851821331317,256.44600962728,276.528849858105,296.520299525445,315.469178802445,333.107350288236,348.907016001526,361.736049619031,372.471354269652,380.734119817712,387.692205037667
