"Model","Scenario","Region","Variable","Unit","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"IIASA GDP 2023","SSP1","Germany","GDP|PPP","billion USD_2017/yr",4667.03275848271,4722.56103739534,4837.7733238698,4973.13400328654,5155.30352324268,5238.95658984475,5346.87611538963,5430.63495102301,5721.73931505415,6027.8949591858,6364.4964571729,6674.98754728823,6936.22238827604,7151.20417237978,7338.93779255553,7499.2546856131
"IIASA GDP 2023","SSP1","Djibouti","GDP|PPP","billion USD_2017/yr",6.4756236837176,8.0435515792772,10.2609340270591,12.9783363060518,16.217875427861,19.8250410624569,23.879916736459,28.0335760956238,32.3353559947237,36.3605085658133,40.0126598949922,43.0688260936382,45.3454070708748,46.7924936262777,47.5253298761045,47.6449767103665
"IIASA GDP 2023","SSP1","Denmark","GDP|PPP","billion USD_2017/yr",361.315657463635,360.639794812055,372.773839542824,386.488576697938,400.877746767597,414.23030957354,433.958444491287,456.356160777185,482.983716865783,512.714988442305,541.876341405222,569.548059799155,596.211128093867,620.011462602455,640.480381549269,657.140970939457
"IIASA GDP 2023","SSP1","Dominican Republic","GDP|PPP","billion USD_2017/yr",249.716185034686,280.63661941366,328.61048410203,381.165939137207,436.93391777124,495.150031386229,551.656432681381,601.523275394537,648.267672435563,693.33641673761,728.639666764578,752.230275169336,763.956789928587,767.519161993575,765.917292841121,759.160058157795
"IIASA GDP 2023","SSP1","Algeria","GDP|PPP","billion USD_2017/yr",530.710596835812,682.143795544453,878.154356380133,1117.82291253857,1397.36702039574,1692.08794918693,1978.02997541989,2254.37973861821,2549.59306892379,2811.73992941464,3006.22981690227,3135.75646356125,3226.89273889921,3305.42182343944,3394.74236883913,3543.75903719271
"IIASA GDP 2023","SSP1","Ecuador","GDP|PPP","billion USD_2017/yr",212.656797266798,262.167756906654,327.969026597522,401.913081147522,480.700328210386,556.693840594742,629.798815045214,697.98829313564,767.799920477096,831.366215798237,885.535577813906,925.848591860984,951.140616894855,963.705224268384,964.687532622212,958.371086286111
"IIASA GDP 2023","SSP1","Egypt","GDP|PPP","billion USD_2017/yr",1630.49694392023,1743.43552516188,2104.85589613372,2552.67991652338,3109.20726625914,3775.58995827089,4544.65850869349,5368.95789816373,6225.66596512006,7029.6093306374,7776.18754742104,8440.91241207409,8995.07019223861,9493.87154581913,9934.98792376805,10286.7670865954
"IIASA GDP 2023","SSP1","Spain","GDP|PPP","billion USD_2017/yr",2006.039814467,2187.47587071943,2360.77192564052,2543.14466655447,2752.83936387389,2915.41203748217,3062.00692261326,3173.12721051361,3387.03931747811,3604.96142226816,3767.3480429345,3889.93281996006,4023.06536922577,4170.97988783649,4325.33081645649,4446.96783655375
"IIASA GDP 2023","SSP1","Estonia","GDP|PPP","billion USD_2017/yr",53.8606681973858,50.9477939167148,51.3877265228417,51.1974098663508,52.3195587614225,53.2402972220348,54.8031182593632,56.4595757724922,59.6736126371916,61.9796419882656,63.0773535184278,63.5114616340864,63.8713992551881,64.0522886914788,64.02595570815,63.6475892716619
"IIASA GDP 2023","SSP1","Ethiopia","GDP|PPP","billion USD_2017/yr",364.128455195493,443.757442859189,584.989275302599,771.536027059089,1025.48495072893,1356.33903031185,1782.48991961221,2278.90094787186,2850.89785584429,3464.50009954629,4106.04235998511,4728.54218918144,5288.8278860081,5755.49777888143,6135.33429765364,6431.1450032489
"IIASA GDP 2023","SSP1","Finland","GDP|PPP","billion USD_2017/yr",282.872594522071,293.370622768732,323.753908676988,349.87674014706,359.731616029836,373.554804570013,386.156871135263,400.945480335391,415.636491837928,433.321619219113,449.222100770046,462.806633930206,477.926926996861,494.498367103912,509.364499765318,520.013585431968
"IIASA GDP 2023","SSP1","Fiji","GDP|PPP","billion USD_2017/yr",12.9135270098024,15.0575886506022,18.0145328150216,21.3083515952319,24.5794187567313,27.5648590666068,30.1709260737385,32.3456305029911,34.4715649291501,36.1819370831872,37.5011865319596,38.270826301869,38.7695345240524,38.9970183304156,39.2110619467295,39.355903086907404
"IIASA GDP 2023","SSP1","France","GDP|PPP","billion USD_2017/yr",3259.59509244807,3720.72713727954,4080.15431257445,4415.40813188123,4713.05126679932,5052.16109605985,5401.64301930363,5756.23748715642,6156.54521304333,6543.4013132675,6893.35777233327,7227.99570041964,7556.09571784293,7871.34690908162,8151.91111619117,8381.79950356894
"IIASA GDP 2023","SSP1","Gabon","GDP|PPP","billion USD_2017/yr",36.3754111664013,41.1370508690741,49.4842152542582,59.5334663837519,72.0436529158173,86.069144296576,101.99225601965,118.366087125001,135.125511786235,150.384054390881,162.962029656359,172.160503504,178.186083793937,182.121654952479,184.616384955918,185.503778945121
"IIASA GDP 2023","SSP1","United Kingdom","GDP|PPP","billion USD_2017/yr",3236.79899188594,3490.70828586857,3683.16521269022,3854.43406845399,4045.74663736782,4280.13705169267,4478.32863620583,4642.38249142934,4835.43143495402,5083.74952264291,5335.98544456848,5590.89703609953,5860.43722956091,6128.44279633503,6384.58400863123,6607.92539224728
"IIASA GDP 2023","SSP1","Georgia","GDP|PPP","billion USD_2017/yr",72.6148718589055,55.158651256442496,55.071327740819,54.3360189173455,54.0955988324899,55.4794886328803,58.1935035534737,60.9775143036487,63.5023058423794,65.2787892304418,66.581259858005,67.6367637840133,68.7262381539293,69.9040421873102,71.190436589492,72.2195547351258
"IIASA GDP 2023","SSP1","Ghana","GDP|PPP","billion USD_2017/yr",202.044150839662,188.626339895966,228.598804959665,274.352247684225,345.332299354489,441.224072146732,566.02695552546,718.742872032989,903.165784690191,1110.35790373396,1326.44293481461,1544.04881469164,1753.85321318506,1950.99354788913,2130.03234062879,2285.01190259882
"IIASA GDP 2023","SSP1","Guinea","GDP|PPP","billion USD_2017/yr",44.1092445420644,64.59247137002,102.328209192248,158.594160887098,233.732329149932,327.250354745516,441.436899145515,559.562943867324,675.306869236824,779.824535383931,874.292487952705,951.06221815807,1008.78670873228,1050.6152001135,1080.3339639299,1101.62828448239
"IIASA GDP 2023","SSP1","Gambia","GDP|PPP","billion USD_2017/yr",6.79833402901597,8.35691092709764,11.9135496554862,16.7789003891944,23.3455605552255,32.1835836088107,43.4887421524209,56.4949610025633,70.8944524484113,85.8862135470325,100.846670739928,114.956728051017,127.889013944055,139.337656143382,149.288917389442,157.166504844976
"IIASA GDP 2023","SSP1","Guinea-Bissau","GDP|PPP","billion USD_2017/yr",5.35080159759508,6.16624165985112,7.88136925004046,9.93336099066796,12.4530364374245,15.5572894172718,19.5198740125618,24.4613314744071,30.5669545315009,37.7172394141679,45.7805933982755,54.3539996980349,63.0691033037826,71.5180362526173,79.2805086617805,85.9196632107799
"IIASA GDP 2023","SSP1","Equatorial Guinea","GDP|PPP","billion USD_2017/yr",19.5757421653159,15.5433144714899,18.0223199347501,20.1390277665199,24.080482007453,28.8729668892524,35.0813744868785,42.2465686862686,50.8481841701936,59.4236233036984,67.1681037111419,73.1839256502171,77.7269169386043,80.890154887949,82.7530186646579,83.3880168223733
"IIASA GDP 2023","SSP1","Greece","GDP|PPP","billion USD_2017/yr",351.053029717688,413.549129658454,461.666288150835,506.01609129707,544.127871969368,576.056929312782,604.554449130084,628.436025827927,651.429036520175,663.207237139362,673.880429952182,687.591978627559,706.489915865254,729.021742772794,753.555355097084,775.761215433817
"IIASA GDP 2023","SSP1","Grenada","GDP|PPP","billion USD_2017/yr",2.02204801641706,2.20185276025906,2.51940315134695,2.87679776832884,3.31809391315496,3.7565715030684,4.17743338882086,4.55404402221934,4.99792792422581,5.4121202427695,5.75415186260469,5.99943647250178,6.17712920039837,6.30522044601303,6.39612914018537,6.4521307568188195
"IIASA GDP 2023","SSP1","Guatemala","GDP|PPP","billion USD_2017/yr",176.127286998994,189.896473885245,227.580692269007,275.721016318457,336.664293686737,406.166308502575,487.71791227462,577.542819827021,675.237928313481,771.499632302529,865.165074203606,951.330670158299,1020.9038876324,1070.95717398184,1103.63314061301,1121.04460980635
"IIASA GDP 2023","SSP1","Hong Kong","GDP|PPP","billion USD_2017/yr",471.694224170903,482.784465010549,519.51310186389,562.051469348214,590.508115926856,631.153138389131,676.691336743841,725.079350291743,783.042754573602,840.927209195216,883.675399226684,909.236095677522,924.285718087302,931.184865669391,935.787257888526,935.403752575499
"IIASA GDP 2023","SSP1","Honduras","GDP|PPP","billion USD_2017/yr",66.3333673841409,77.1382949048358,98.9698445956356,126.667713947436,160.59653192134,200.99057792031,247.723637619169,298.447783719084,352.872033279339,409.260540309278,464.415937625168,513.460318442199,551.457586362258,576.54906883127,591.872057808534,600.213937331519
"IIASA GDP 2023","SSP1","Croatia","GDP|PPP","billion USD_2017/yr",140.003450917203,128.257196875994,132.796007128769,138.809670391733,146.814945613211,152.498003043857,157.674244938484,162.985366699344,170.965340251356,178.251462692257,183.425906607867,186.322069190725,187.709981470472,188.169016648869,188.025032979756,189.487597246695
"IIASA GDP 2023","SSP1","Haiti","GDP|PPP","billion USD_2017/yr",33.2815285100113,36.7039961342144,46.62832185334,58.4664258220645,73.2402650466668,89.8601592309864,109.726309824748,132.879398619255,162.487227758654,197.774524417586,238.87622006341,284.130968466491,332.323778618963,381.675158354138,430.595407925376,475.481825879207
"IIASA GDP 2023","SSP1","Hungary","GDP|PPP","billion USD_2017/yr",371.278751225674,395.176881519415,420.883966673509,446.484946376308,474.939531413964,486.067255833874,499.962755210556,504.500106735023,528.545838132036,541.452821026864,544.349251986815,540.765326466567,534.705288126887,533.940929906443,537.079937034602,542.666332545559
"IIASA GDP 2023","SSP1","Indonesia","GDP|PPP","billion USD_2017/yr",3451.7241,3610.12221749701,4148.78410955522,4786.64934431091,5561.84950867387,6465.28823929313,7498.40203182117,8588.70882683587,9715.55386974974,10762.8534006508,11684.2542527113,12371.6539153834,12837.5243854114,13122.1382772398,13240.3375945206,13200.0847583795
"IIASA GDP 2023","SSP1","India","GDP|PPP","billion USD_2017/yr",12006.6099114987,13077.6195171878,16269.6135331957,20244.0101720171,25092.42184972,30529.7282775359,36165.6021648862,41636.1395475585,47397.2145045823,52813.2109880105,57642.2284159217,61376.962671995,63883.007987107,65305.9325945901,65952.1520695595,65818.6790473941
"IIASA GDP 2023","SSP1","Ireland","GDP|PPP","billion USD_2017/yr",661.556962025926,546.580614842252,588.042027467623,633.624672951242,680.454925608684,729.861528650237,776.951441967055,821.95399169309,872.579675032039,915.46405044703,943.962248190728,963.170895086211,979.899562178469,995.665240503639,1008.89303957532,1014.38479498921
"IIASA GDP 2023","SSP1","Iran","GDP|PPP","billion USD_2017/yr",1437.16471921122,1568.58197324878,1839.97111372055,2156.34448670966,2498.73071268914,2887.91725841157,3276.871999386,3673.82733945098,4166.61726168486,4647.65180541097,5019.39638599647,5238.55985569193,5353.30227195356,5417.06911285772,5493.45623338248,5527.22967613662
"IIASA GDP 2023","SSP1","Iraq","GDP|PPP","billion USD_2017/yr",483.811357306205,589.764930039979,763.500192806325,977.363919190473,1235.36084239418,1531.62371112694,1856.38616507503,2183.00590361891,2498.35898448669,2784.54318235461,3038.50865684223,3250.79911858529,3408.05672068172,3533.45300712352,3628.01234034435,3689.27774042358
"IIASA GDP 2023","SSP1","Iceland","GDP|PPP","billion USD_2017/yr",22.650287018501402,25.3360905862202,27.5585030871473,29.6471692076321,31.4569939579475,33.1260224344065,34.9379991032047,37.0501748376705,39.4928487596442,42.1208598122642,44.5522428888984,46.6807141390765,48.580575876067,50.2258372237523,51.5961851113008,52.6489529258764
"IIASA GDP 2023","SSP1","Israel","GDP|PPP","billion USD_2017/yr",464.218654823903,573.605706952888,665.151914053798,755.34818004854,838.012206171609,914.132558895232,998.521513171864,1081.01733327746,1166.60610613919,1261.76161194863,1360.63453682434,1459.14593821347,1555.92910032483,1651.87974012484,1748.91465689087,1842.85660078811
"IIASA GDP 2023","SSP1","Italy","GDP|PPP","billion USD_2017/yr",2659.36962307793,2892.37882963795,3090.96528314402,3271.53768896004,3452.79414592702,3611.32675864862,3739.21200807289,3876.3511362541,4111.68293034113,4359.10846432775,4560.49022199192,4730.01602783449,4891.03615217237,5033.58597344377,5154.19329966194,5232.96907893085
"IIASA GDP 2023","SSP1","Jamaica","GDP|PPP","billion USD_2017/yr",29.9504180167319,34.4201305098036,42.5071035899493,51.4626933090755,61.0615847935635,69.6083214446685,77.5233263350098,84.3398593532992,91.9898552450501,98.8380252045235,104.494037130552,108.0519811107,109.999101290245,110.376113159835,109.991412471522,109.099487602902
"IIASA GDP 2023","SSP1","Jordan","GDP|PPP","billion USD_2017/yr",114.730110235439,120.34916119845,143.953457726703,172.491510884341,210.338872877513,256.444421264684,307.462807660331,359.780049649526,413.961485206503,469.232953970184,522.103000989075,568.179070046833,608.997249555823,644.023433073761,670.647642284461,688.538353801771
"IIASA GDP 2023","SSP1","Japan","GDP|PPP","billion USD_2017/yr",5351.99120175152,7396.96361231322,7539.33275712739,6930.08276451155,8050.60787242303,8169.82308126033,8361.16260730832,7792.77718498979,8215.27474945657,8549.49354664299,8787.30690326061,8925.73851027406,9003.76715202718,9037.44737419392,9030.29264870763,8970.69446752831
"IIASA GDP 2023","SSP1","Kazakhstan","GDP|PPP","billion USD_2017/yr",577.509298375532,574.88455493891,609.912690521518,646.939689780625,693.020574659991,742.483549356338,795.02321136038,842.645067165804,891.571467176216,939.542469241474,979.72042805697,1011.74948814725,1040.17751896634,1067.23523566454,1092.15776623054,1115.07334830449
"IIASA GDP 2023","SSP1","Kenya","GDP|PPP","billion USD_2017/yr",310.293106808272,375.565550751067,500.780418453646,664.010093038849,876.677886118591,1127.297927873,1412.70069913518,1723.08452437343,2059.78849507577,2391.47503467586,2694.54077278493,2968.28338727841,3208.56900813217,3405.68776074798,3558.89243687678,3667.86820655799
"IIASA GDP 2023","SSP1","Kyrgyzstan","GDP|PPP","billion USD_2017/yr",38.3844727521784,42.5984219909222,49.9898854191411,57.4825267454903,65.3359420714273,75.6100131455586,86.3478764850722,97.3982375584681,108.643031233616,121.324591349541,134.346405976593,147.017191292447,158.992286391005,171.021057667429,183.185548876528,195.0703090397
