,ISO3,CDD,Year_ref,Year_past,GDP_past,GDP,gdp_historical_growth,CDD_ssp1_rcp26_2100,CDD_ssp2_rcp45_2100,CDD_ssp5_rcp60_2100,Country,income_group,CDD_ssp1_rcp26_2100_diff,CDD_ssp2_rcp45_2100_diff,CDD_ssp5_rcp60_2100_diff,exposure_times_cdd,ac_adoption,gdp_const_ssp1_rcp26,gdp_const_ssp2_rcp45,gdp_const_ssp5_rcp60,gdp_const_ssp1_rcp26_custom_exp_cdd,gdp_const_ssp2_rcp45_custom_exp_cdd,gdp_const_ssp5_rcp60_custom_exp_cdd
57,GNB,3557.95151,2019,1990.0,1998.17320635701,1890.53310322385,-0.0019076440552734386,3738.0,4156.0,4389.0,Guinea-Bissau,low,180.04849000000013,598.0484900000001,831.0484900000001,3491.669198128415,0.018629346601630625,0.010012561885356819,0.016941072687870262,0.01883833291074577,0.048785484271387514,0.04879805296117712,0.048802185707247814
58,GUY,3068.10472,2019,1990.0,4818.38799518684,12820.4897019679,0.034320829053880786,3569.0,4028.0,4367.0,Guyana,upper middle,500.8952800000002,959.8952800000002,1298.8952800000002,1984.547267755001,0.3531683404355894,0.0017177731421713638,0.002685675849203095,0.0031976060191327704,0.02428386785137615,0.024300523657079687,0.024307233922082894
59,HTI,2759.37184,2019,1990.0,3612.81510511417,3112.29594285407,-0.005129096784696974,2967.0,3324.0,3563.0,Haiti,low,207.6281600000002,564.6281600000002,803.6281600000002,2649.3849869829487,0.03985938082815654,0.00783994466563609,0.012871318403956389,0.014688190642241361,0.04229943828085725,0.04232912404551881,0.04234294214398049
60,HND,2230.23759,2019,1990.0,3912.70204526407,5613.66058791544,0.01252519908201144,2406.0,2886.0,2950.0,Honduras,lower middle,175.76240999999982,655.7624099999998,719.7624099999998,2013.481809059325,0.09718954694000792,0.004138210384738494,0.009017720669571183,0.009398047522005681,0.022752870328337282,0.034728374145891916,0.034735241926460825
61,HKG,2274.48656,2019,1990.0,28797.7030873198,59592.0344814547,0.025393835412524712,2608.0,3005.0,3110.0,Hong Kong,high,333.5134400000002,730.5134400000002,835.5134400000002,0.30170155756245337,0.9998673539941416,,0.005665186761476759,0.005651381016996471,,0.004998919824211079,0.005008210285907033
62,HUN,475.55314,2019,1991.0,16426.9405835293,32645.6637288361,0.024831481087231433,735.0,941.0,990.0,Hungary,high,259.44686,465.44686,514.44686,206.59408814928454,0.5655709724694814,0.0012976614463668934,0.0012936917155654815,0.0012634064200156558,0.003157187946470019,0.002665437086340372,0.0025597776507650938
63,ISL,0.0,2019,1995.0,33666.1804992579,56584.1686827215,0.02187053998927757,0.0,0.0,1.0,Iceland,high,0.0,0.0,1.0,0.0,0.0,,,,,,
64,IND,3005.54795,2019,1990.0,1819.02159651277,6617.12986868393,0.045536088126231666,3478.0,3984.0,4115.0,India,lower middle,472.4520499999999,978.4520499999999,1109.4520499999999,2616.335156127409,0.12949811493527874,0.005036753159943119,0.007515982917310371,0.007958235061662267,0.03267690803775536,0.03269722681242837,0.03270051995086454
65,IDN,2912.33378,2019,1990.0,4519.72279421074,11857.7891170417,0.0338190940430918,3517.0,3929.0,4138.0,Indonesia,upper middle,604.6662200000001,1016.6662200000001,1225.66622,2003.3167170087715,0.3121266762875059,0.002436315798815869,0.00338657316008506,0.0037525685242059126,0.025268840848164054,0.025285366448377422,0.025290734463997433
66,IRQ,2913.10609,2019,1990.0,7449.47165519372,10299.3162890193,0.011232770883830456,3029.0,3505.0,3778.0,Iraq,upper middle,115.89390999999978,591.8939099999998,864.8939099999998,2174.7836986712446,0.2534485077159533,0.0008266730756461005,0.0030913742290075152,0.0039234676761494836,0.027019419200674744,0.027053335920829147,0.027065466931271764
