ISO3,CDD,Year_ref,Year_past,GDP_past,GDP,gdp_historical_growth,CDD_ssp1_rcp26_2100,CDD_ssp2_rcp45_2100,CDD_ssp5_rcp60_2100,Country,income_group,CDD_ssp1_rcp26_2100_diff,CDD_ssp2_rcp45_2100_diff,CDD_ssp5_rcp60_2100_diff
GNQ,2531.12831,2019,1990.0,936.419750712983,16240.3698101562,0.10338851798872883,2733.0,3212.0,3407.0,Equatorial Guinea,upper middle,201.87168999999994,680.87169,875.87169
ERI,2530.40784,2019,1990.0,,,,2630.0,3205.0,3481.0,Eritrea,low,99.59216000000015,674.5921600000001,950.5921600000001
EST,59.12205,2019,1995.0,12730.7174142214,36153.4319482746,0.044449293580959504,171.0,278.0,331.0,Estonia,high,111.87795,218.87795,271.87795
ETH,988.72931,2019,1990.0,767.170418557348,2181.65887703263,0.03669630738675922,1146.0,1814.0,1982.0,Ethiopia,low,157.27068999999995,825.27069,993.27069
FRO,0.0,2019,1990.0,,,,,,,Faroe Islands,high,,,
FLK,0.0,2019,,,,,,,,Falkland Islands,,,,
FJI,2627.50087,2019,1990.0,7889.87858590517,13241.3539504487,0.018014267380145776,2302.0,2662.0,2885.0,Fiji,upper middle,-325.50086999999985,34.49913000000015,257.49913000000015
FIN,47.37731,2019,1990.0,32939.3832880618,48583.4339897935,0.013490657869530631,119.0,189.0,241.0,Finland,high,71.62269,141.62269,193.62269
FRA,308.48687,2019,1990.0,33843.0203949502,45922.7947390313,0.010580715945510688,467.0,661.0,791.0,France,high,158.51313,352.51313,482.51313
GUF,3047.23624,2019,,,,,3286.0,3627.0,3911.0,French Guiana,,238.76375999999982,579.7637599999998,863.7637599999998
PYF,2827.62285,2019,1990.0,,,,1669.0,1944.0,2020.0,French Polynesia,high,-1158.6228500000002,-883.6228500000002,-807.6228500000002
ATF,0.0,2019,,,,,,,,French Southern Territories,,,,
GAB,2767.9213,2019,1990.0,17559.0061141964,14478.0017220931,-0.006630904515670388,3216.0,3727.0,3928.0,Gabon,upper middle,448.0787,959.0787,1160.0787
GMB,3237.72329,2019,1990.0,2080.15808488147,2083.3090583462,5.219549477319951e-05,3861.0,4258.0,4424.0,Gambia,low,623.2767100000001,1020.2767100000001,1186.27671
GEO,436.60517,2019,1990.0,11135.4628892798,14989.2581602038,0.010300932762076664,523.0,877.0,1056.0,Georgia,upper middle,86.39483000000001,440.39483,619.39483
DEU,213.08829,2019,1990.0,36699.4817033163,53874.3166510099,0.01332563399251474,336.0,484.0,612.0,Germany,high,122.91171,270.91170999999997,398.91170999999997
GHA,3433.25176,2019,1990.0,2299.63879373958,5345.94159228145,0.02951638162913528,3851.0,4333.0,4581.0,Ghana,lower middle,417.7482399999999,899.7482399999999,1147.74824
GRC,947.01236,2019,1990.0,24262.8425808592,29721.5857620428,0.00702203995147177,1045.0,1300.0,1376.0,Greece,high,97.98764000000006,352.98764000000006,428.98764000000006
GRL,0.00023,2019,1990.0,,,,0.0,,0.0,Greenland,high,-0.00023,,-0.00023
GRD,3171.355,2019,1990.0,8571.96740286013,15394.0304271941,0.020394229954595167,,,,Grenada,upper middle,,,
GLP,2947.90694,2019,,,,,,,,Guadeloupe,,,,
GUM,3399.24969,2019,1990.0,,,,,,,Guam,high,,,
GTM,1350.35619,2019,1990.0,5561.07068412655,8673.00201631063,0.015443006355923883,1698.0,2273.0,2306.0,Guatemala,upper middle,347.64381000000003,922.64381,955.64381
GGY,7.40108,2019,,,,,,,,Guernsey,,,,
GIN,3036.38941,2019,1990.0,1507.19852172471,2545.1402015108,0.01823084776178896,3232.0,3794.0,4036.0,Guinea,low,195.61058999999977,757.6105899999998,999.6105899999998
GNB,3557.95151,2019,1990.0,1998.17320635701,1890.53310322385,-0.0019076440552734386,3738.0,4156.0,4389.0,Guinea-Bissau,low,180.04849000000013,598.0484900000001,831.0484900000001
GUY,3068.10472,2019,1990.0,4818.38799518684,12820.4897019679,0.034320829053880786,3569.0,4028.0,4367.0,Guyana,upper middle,500.8952800000002,959.8952800000002,1298.8952800000002
HTI,2759.37184,2019,1990.0,3612.81510511417,3112.29594285407,-0.005129096784696974,2967.0,3324.0,3563.0,Haiti,low,207.6281600000002,564.6281600000002,803.6281600000002
HMD,0.0,2019,,,,,,,,Heard and McDonald Islands,,,,
HND,2230.23759,2019,1990.0,3912.70204526407,5613.66058791544,0.01252519908201144,2406.0,2886.0,2950.0,Honduras,lower middle,175.76240999999982,655.7624099999998,719.7624099999998
HKG,2274.48656,2019,1990.0,28797.7030873198,59592.0344814547,0.025393835412524712,2608.0,3005.0,3110.0,Hong Kong,high,333.5134400000002,730.5134400000002,835.5134400000002
HUN,475.55314,2019,1991.0,16426.9405835293,32645.6637288361,0.024831481087231433,735.0,941.0,990.0,Hungary,high,259.44686,465.44686,514.44686
ISL,0.0,2019,1995.0,33666.1804992579,56584.1686827215,0.02187053998927757,0.0,0.0,1.0,Iceland,high,0.0,0.0,1.0
IND,3005.54795,2019,1990.0,1819.02159651277,6617.12986868393,0.045536088126231666,3478.0,3984.0,4115.0,India,lower middle,472.4520499999999,978.4520499999999,1109.4520499999999
IDN,2912.33378,2019,1990.0,4519.72279421074,11857.7891170417,0.0338190940430918,3517.0,3929.0,4138.0,Indonesia,upper middle,604.6662200000001,1016.6662200000001,1225.66622
IRQ,2913.10609,2019,1990.0,7449.47165519372,10299.3162890193,0.011232770883830456,3029.0,3505.0,3778.0,Iraq,upper middle,115.89390999999978,591.8939099999998,864.8939099999998
IRL,4.23573,2019,1990.0,26781.6276093907,86925.9065817976,0.041433293055659126,28.0,59.0,93.0,Ireland,high,23.76427,54.764269999999996,88.76427
IRN,1354.99549,2019,1990.0,9442.24811639528,14084.3535121898,0.013884136197312325,1505.0,1880.0,2090.0,Iran,upper middle,150.00450999999998,525.00451,735.00451
IMN,0.0,2019,1990.0,,,,,,,Isle of Man,high,,,
ISR,1537.09814,2019,1995.0,26891.425122526,41151.0067396475,0.017884755764003835,1651.0,2044.0,2270.0,Israel,high,113.90185999999994,506.90185999999994,732.9018599999999
ITA,681.71964,2019,1990.0,36585.6799028741,42739.0499116836,0.005374949203398538,799.0,1101.0,1166.0,Italy,high,117.28035999999997,419.28036,484.28036
JAM,3097.91909,2019,1990.0,8692.50223491895,10244.3661921245,0.0056804547605158184,2797.0,3119.0,3348.0,Jamaica,upper middle,-300.91908999999987,21.08091000000013,250.08091000000013
JPN,879.84362,2019,1990.0,32846.3896070232,41654.3279152693,0.00822548775539822,1066.0,1197.0,1402.0,Japan,high,186.15638,317.15638,522.15638
JEY,22.22214,2019,,,,,,,,Jersey,,,,
JOR,1481.92829,2019,1990.0,8127.6265386227,9534.6609493486,0.0055208647203743855,1579.0,1984.0,2196.0,Jordan,upper middle,97.07170999999994,502.07170999999994,714.0717099999999
KAZ,543.91172,2019,1990.0,13475.6398976651,26351.8044418782,0.02339544922200365,595.0,904.0,986.0,Kazakhstan,upper middle,51.088280000000054,360.08828000000005,442.08828000000005
KEN,1471.73062,2019,1990.0,3655.36205689276,4601.21137258037,0.007966894507559497,1420.0,2021.0,2190.0,Kenya,lower middle,-51.730620000000044,549.26938,718.26938
KIR,3543.26065,2019,1990.0,2045.27227844342,1963.53488352412,-0.0014053757834251446,,,,Kiribati,lower middle,,,
KOR,755.0332,2019,1990.0,12656.3960621654,42758.5903686092,0.04287316848200917,940.0,1105.0,1287.0,South Korea,high,184.96680000000003,349.96680000000003,531.9668
XKX,371.80004,2019,2008.0,7032.45229722004,11318.462250308,0.04421312660947341,,,,Kosovo,upper middle,,,
KWT,3462.88263,2019,1992.0,41446.9637511501,47314.7968373973,0.004916060966189573,3903.0,4355.0,4696.0,Kuwait,high,440.11736999999994,892.1173699999999,1233.11737
KGZ,252.31133,2019,1990.0,5158.31756938857,5258.36669631142,0.0006626329145367205,221.0,455.0,543.0,Kyrgyz Republic,lower middle,-31.311329999999998,202.68867,290.68867
LAO,2620.65878,2019,1990.0,1939.08623861287,7840.07138309428,0.04935268732508735,2876.0,3496.0,3703.0,Laos,lower middle,255.3412199999998,875.3412199999998,1082.3412199999998
LVA,104.04162,2019,1995.0,9599.14600512054,31038.6792668747,0.05011358412832312,221.0,360.0,409.0,Latvia,high,116.95838,255.95838,304.95838000000003
LBN,1056.62027,2019,1990.0,5855.80521329743,17185.0470183692,0.03782206537874089,1050.0,1345.0,1544.0,Lebanon,upper middle,-6.620269999999891,288.3797300000001,487.3797300000001
LSO,229.16774,2019,1990.0,1265.91890955313,2452.02766699795,0.023058979772033084,242.0,402.0,519.0,Lesotho,lower middle,12.832259999999991,172.83226,289.83226
LBR,2922.18878,2019,2000.0,1725.14489392022,1455.63764867217,-0.008900521760791147,3204.0,3708.0,3896.0,Liberia,low,281.81122000000005,785.81122,973.81122
LBY,1725.61074,2019,1999.0,26668.4443358796,22535.4456198617,-0.008384233407065733,1949.0,2317.0,2464.0,Libya,upper middle,223.38925999999992,591.3892599999999,738.3892599999999
LTU,150.80232,2019,1995.0,10640.3600314613,37184.4536013211,0.05351780152665708,258.0,417.0,460.0,Lithuania,high,107.19767999999999,266.19768,309.19768
LUX,165.42047,2019,1990.0,70860.8191239509,114542.496933956,0.0166974647952447,334.0,505.0,637.0,Luxembourg,high,168.57953,339.57953,471.57953
MDG,1609.82872,2019,1990.0,1808.74353873908,1585.47165110942,-0.004532816052504773,1511.0,2028.0,2117.0,Madagascar,low,-98.82871999999998,418.17128,507.17128
MWI,1529.49885,2019,1990.0,936.986299651878,1517.70316939192,0.016769564886886412,1848.0,2513.0,2809.0,Malawi,low,318.50115000000005,983.50115,1279.50115
MYS,3342.81154,2019,1990.0,10607.7680731014,27674.3974895709,0.03361901022731417,3306.0,3818.0,3986.0,Malaysia,upper middle,-36.81154000000015,475.18845999999985,643.1884599999998
MDV,3514.0788,2019,1995.0,10430.7886458859,20574.4044296743,0.028707932196708752,,,,Maldives,upper middle,,,
MLI,3969.02617,2019,1990.0,1336.57190539601,2219.04674252443,0.017635411604186357,4323.0,4902.0,5286.0,Mali,low,353.9738299999999,932.9738299999999,1316.97383
MLT,1101.27582,2019,1990.0,16127.8315252544,45881.4902544427,0.03671001594709722,,,,Malta,high,,,
MHL,3422.92911,2019,1990.0,3426.44047645492,5647.16480543959,0.01737794741734655,,,,Marshall Islands,upper middle,,,
MTQ,2991.68163,2019,,,,,,,,Martinique,,,,
MRT,3721.76061,2019,1990.0,4611.94118707035,5505.64633125718,0.006126460153105917,4479.0,4998.0,5274.0,Mauritania,lower middle,757.2393900000002,1276.2393900000002,1552.2393900000002
MUS,2376.85923,2019,1990.0,8233.91191179834,23676.4135788934,0.037092696623525434,2263.0,2616.0,2775.0,Mauritius,high,-113.85923000000003,239.14076999999997,398.14077
MYT,3189.51022,2019,,,,,,,,Mayotte,,,,
MEX,1233.20239,2019,1990.0,15218.3084360329,20064.5004997154,0.00957844118197615,1269.0,1595.0,1856.0,Mexico,upper middle,35.79761000000008,361.7976100000001,622.7976100000001
FSM,3428.10057,2019,1990.0,2925.35863300248,3540.84378746852,0.006606137800392098,,,,"Micronesia, Fed. Sts.",lower middle,,,
MNG,121.57768,2019,1990.0,5030.07325208107,12458.0184257633,0.031767597498466804,167.0,305.0,357.0,Mongolia,lower middle,45.42232,183.42232,235.42232
MNE,384.05217,2019,1997.0,12579.285087423,21533.963774298,0.02473644590428048,389.0,625.0,662.0,Montenegro,upper middle,4.94783000000001,240.94783,277.94783
MSR,3064.02033,2019,,,,,,,,Montserrat,,,,
MAR,897.2608,2019,1990.0,4119.8720703125,8217.5986328125,0.024094517632962775,1141.0,1480.0,1591.0,Morocco,lower middle,243.73919999999998,582.7392,693.7392
MOZ,2251.88349,2019,1990.0,460.123696680511,1285.18275959651,0.03605407640082814,2551.0,3101.0,3418.0,Mozambique,low,299.11650999999983,849.1165099999998,1166.1165099999998
MMR,3027.15466,2019,1990.0,581.613311207808,4829.53670703209,0.07571940905911245,3353.0,3920.0,4094.0,Myanmar,lower middle,325.84533999999985,892.8453399999999,1066.8453399999999
NAM,2077.20185,2019,1990.0,6223.45299390074,10009.578071046,0.01652181210744197,1737.0,2384.0,2624.0,Namibia,upper middle,-340.2018499999999,306.7981500000001,546.7981500000001
NRU,3505.35762,2019,2004.0,5342.33055126122,10529.8131940478,0.04627535113473469,,,,Nauru,high,,,
NPL,1619.24067,2019,1990.0,1554.6020430045,3922.08133124638,0.0324250411926752,2109.0,2530.0,2694.0,Nepal,lower middle,489.7593300000001,910.7593300000001,1074.75933
NLD,134.09884,2019,1990.0,36461.4190196424,56784.0372529824,0.015393154166584377,200.0,289.0,394.0,Netherlands,high,65.90116,154.90116,259.90116
NCL,1547.36375,2019,1990.0,,,,1805.0,2036.0,2351.0,New Caledonia,high,257.63625,488.63625,803.63625
NZL,155.26919,2019,1990.0,27998.3977677454,43272.5669090792,0.015126071783313266,166.0,297.0,355.0,New Zealand,high,10.730809999999991,141.73081,199.73081
NIC,3015.66863,2019,1990.0,3409.79425137619,5398.09441484394,0.01596731079538305,3202.0,3605.0,3779.0,Nicaragua,lower middle,186.33136999999988,589.3313699999999,763.3313699999999
NER,3954.08747,2019,1990.0,1077.91146474223,1217.44598648234,0.004206403936683367,4443.0,5022.0,5406.0,Niger,low,488.91253000000006,1067.91253,1451.91253
NGA,3251.74999,2019,1990.0,3259.58117509029,5076.36829020617,0.015393043020967223,3721.0,4279.0,4545.0,Nigeria,lower middle,469.2500100000002,1027.2500100000002,1293.2500100000002
NIU,2774.5986,2019,,,,,,,,Niue,,,,
NFK,828.99597,2019,,,,,,,,Norfolk Island,,,,
MNP,3404.45195,2019,1990.0,,,,,,,Northern Mariana Islands,high,,,
NOR,26.5493,2019,1990.0,42302.2634118752,64983.3542076922,0.014913231446203268,57.0,91.0,150.0,Norway,high,30.4507,64.4507,123.4507
OMN,3571.08601,2019,1990.0,30462.2010842738,33814.1116228719,0.003606197521739407,3396.0,3826.0,4090.0,Oman,high,-175.08601,254.91399,518.91399
PAK,2683.01501,2019,1990.0,3061.53338764049,5157.546571801,0.01814700534083724,3292.0,3578.0,3760.0,Pakistan,lower middle,608.9849899999999,894.9849899999999,1076.98499
PLW,3389.6163,2019,2000.0,13301.2542482505,17605.7854390714,0.014865686651683419,,,,Palau,high,,,
PAN,2888.57141,2019,1990.0,11211.8311737749,32788.3325108816,0.03769671218445403,3045.0,3422.0,3691.0,Panama,high,156.42858999999999,533.42859,802.42859
PNG,1424.25797,2019,1990.0,2907.40181039141,3947.93392384711,0.010605239407552425,2586.0,2966.0,3251.0,Papua New Guinea,lower middle,1161.74203,1541.74203,1826.74203
PRY,2067.12364,2019,1990.0,8818.62937058954,13609.72300919,0.015075191337133198,2077.0,2753.0,2899.0,Paraguay,upper middle,9.876360000000204,685.8763600000002,831.8763600000002
CHN,1152.79527,2019,1990.0,1423.89634790711,15977.7638279876,0.0869465635648794,1344.0,1581.0,1764.0,China,upper middle,191.20472999999993,428.2047299999999,611.2047299999999
PER,604.3276,2019,1990.0,5240.25762333255,12735.16827797,0.03109420621447545,1254.0,1381.0,1508.0,Peru,upper middle,649.6724,776.6724,903.6724
PHL,3262.38354,2019,1990.0,4232.47759456684,8731.86086888555,0.025286516885039134,3361.0,3666.0,3867.0,Philippines,lower middle,98.61646000000019,403.6164600000002,604.6164600000002
PCN,1803.73154,2019,,,,,,,,Pitcairn,,,,
BOL,963.39522,2019,1990.0,4437.86683057006,8528.74880360829,0.022782149926718676,1913.0,1835.0,2006.0,Bolivia,lower middle,949.60478,871.60478,1042.6047800000001
POL,252.14149,2019,1990.0,11259.4374539943,33159.7644200741,0.037948201747651344,355.0,510.0,573.0,Poland,high,102.85851,257.85851,320.85851
PRT,294.47128,2019,1990.0,23556.8562074936,34945.6615139469,0.01369211120575442,643.0,860.0,965.0,Portugal,high,348.52872,565.52872,670.52872
PRI,2860.65615,2019,1990.0,21595.9785599867,34792.6467473505,0.01658075102326695,2610.0,2890.0,3147.0,Puerto Rico,high,-250.6561499999998,29.343850000000202,286.3438500000002
QAT,3674.9178,2019,2000.0,79400.4334133216,90840.429077198,0.007109395441585731,4247.0,4707.0,5115.0,Qatar,high,572.0821999999998,1032.0821999999998,1440.0821999999998
MDA,487.04149,2019,1995.0,5617.90810461968,12776.9218268725,0.034829538708746055,676.0,904.0,937.0,Moldova,lower middle,188.95851,416.95851,449.95851
MKD,460.43918,2019,1990.0,11111.2456377054,16773.081717702,0.014301914724352827,570.0,852.0,920.0,North Macedonia,upper middle,109.56081999999998,391.56082,459.56082
COG,2717.22163,2019,1990.0,5007.31924472282,3695.06169357,-0.010424711062097303,3006.0,3727.0,3952.0,Congo Republic,lower middle,288.77837,1009.77837,1234.77837
REU,1700.9162,2019,,,,,,,,Reunion,,,,
ROU,463.8894,2019,1990.0,13376.1021638667,30000.977830377,0.02824534684567559,677.0,923.0,999.0,Romania,high,213.11059999999998,459.1106,535.1106
RUS,201.01531,2019,1990.0,21482.748046875,27254.57421875,0.008239663171199396,359.0,597.0,612.0,Russia,upper middle,157.98469,395.98469,410.98469
RWA,725.05754,2019,1990.0,933.013442984018,2190.6709601992,0.029869953886457745,961.0,1698.0,1900.0,Rwanda,low,235.94245999999998,972.94246,1174.94246
SHN,1542.35556,2019,,,,,,,,St. Helena,,,,
KNA,3063.24963,2019,1990.0,14178.6701029728,31194.6958348091,0.027562997988695992,,,,St. Kitts and Nevis,high,,,
LCA,3135.14278,2019,1990.0,11418.9771317943,15460.7100350716,0.010503932569942531,,,,St. Lucia,upper middle,,,
SPM,1.37555,2019,,,,,,,,St. Pierre and Miquelon,,,,
VCT,3161.65295,2019,1990.0,6480.04231703346,14183.2389300494,0.027379630656673593,3748.0,4032.0,4341.0,St. Vincent and the Grenadines,upper middle,586.3470499999999,870.3470499999999,1179.3470499999999
BLM,3057.9333,2019,,,,,,,,St. Barths,,,,
