ISO3,CDD,Year_ref,Year_past,GDP_past,GDP,gdp_historical_growth,CDD_ssp1_rcp26_2100,CDD_ssp2_rcp45_2100,CDD_ssp5_rcp60_2100,Country,income_group,CDD_ssp1_rcp26_2100_diff,CDD_ssp2_rcp45_2100_diff,CDD_ssp5_rcp60_2100_diff
STP,2998.90766,2019,2001.0,2558.98351157163,4013.72189725452,0.025321320904596822,,,,Sao Tome and Principe,lower middle,,,
SAU,3540.35991,2019,1990.0,42163.801724703,47024.5443161916,0.0037694178667166955,3495.0,4055.0,4384.0,Saudi Arabia,high,-45.35991000000013,514.6400899999999,843.6400899999999
SEN,3172.68754,2019,1990.0,2469.60318819172,3430.48388209103,0.011397002748277929,3763.0,4177.0,4373.0,Senegal,lower middle,590.3124600000001,1004.3124600000001,1200.31246
SRB,522.21073,2019,1995.0,7752.20257571563,18306.8118974969,0.0364526913184271,756.0,1021.0,1086.0,Serbia,upper middle,233.78927,498.78927,563.78927
SYC,3225.93412,2019,1990.0,15538.8028339525,29190.5502595482,0.02197961199852183,,,,Seychelles,high,,,
SLE,3070.6211,2019,1990.0,1433.118655869,1655.84325026579,0.0049937185681903085,3507.0,4015.0,4203.0,Sierra Leone,low,436.37890000000016,944.3789000000002,1132.3789000000002
SGP,3462.52999,2019,1990.0,37326.3042375656,98455.3282334375,0.03401055871936842,,,,Singapore,high,,,
SXM,3069.87851,2019,2009.0,41969.4043812383,37570.5696994934,-0.011010917408161514,,,,Sint Maarten,high,,,
SVK,290.60547,2019,1992.0,11695.3492278696,32056.2997333253,0.038050604680246236,442.0,602.0,683.0,Slovakia,high,151.39452999999997,311.39453,392.39453
SVN,350.47239,2019,1995.0,21480.327975747,39034.2332483558,0.025199843063612892,486.0,763.0,780.0,Slovenia,high,135.52760999999998,412.52761,429.52761
SLB,3151.46672,2019,1990.0,2192.10302486372,2616.9084045149,0.006126700694552678,3086.0,3454.0,3678.0,Solomon Islands,lower middle,-65.4667199999999,302.5332800000001,526.5332800000001
SOM,3207.82899,2019,2013.0,889.16667704912,1138.28593747493,0.042024744340001696,3805.0,4235.0,4484.0,Somalia,low,597.17101,1027.17101,1276.17101
ZAF,824.97062,2019,1990.0,10391.9641372069,13852.20596866,0.009960021249443063,1025.0,1386.0,1570.0,South Africa,upper middle,200.02937999999995,561.02938,745.02938
SGS,0.0,2019,,,,,,,,South Georgia and South Sandwich Is.,,,,
SSD,3610.00257,2019,1990.0,,,,4217.0,4811.0,5079.0,South Sudan,low,606.9974299999999,1200.99743,1468.99743
ESP,688.24775,2019,1990.0,27543.221532287,40782.2350436035,0.013626142735464919,837.0,1155.0,1223.0,Spain,high,148.75225,466.75225,534.75225
LKA,3119.25796,2019,1990.0,4040.02841677856,13639.0218853482,0.04284712575471916,3422.0,3805.0,3948.0,Sri Lanka,lower middle,302.7420400000001,685.7420400000001,828.7420400000001
PSE,1603.84507,2019,1994.0,3951.20549285021,6245.44869712345,0.01848200743902151,1607.0,2029.0,2272.0,Palestine,lower middle,3.154929999999922,425.1549299999999,668.1549299999999
SDN,3927.35561,2019,1990.0,2756.53002929688,4133.13037109375,0.014065673524947364,4435.0,5056.0,5471.0,Sudan,low,507.64438999999993,1128.64439,1543.64439
SUR,3173.00176,2019,1990.0,13633.7507927564,18449.1992080755,0.010484671660433653,3615.0,3978.0,4278.0,Suriname,upper middle,441.9982399999999,804.9982399999999,1104.99824
SJM,0.0,2019,,,,,,,,Svalbard and Jan Mayen Islands,,,,
SWZ,970.20666,2019,1990.0,4909.26630206767,8501.26632860999,0.019114547587192776,1472.0,1920.0,2180.0,Eswatini,lower middle,501.79333999999994,949.79334,1209.79334
SWE,51.60369,2019,1990.0,34156.8202971425,52850.5691792533,0.015165788857880225,117.0,176.0,245.0,Sweden,high,65.39631,124.39631,193.39631
CHE,153.07716,2019,1990.0,56232.0260800298,69923.9312089954,0.007542839468984486,245.0,460.0,537.0,Switzerland,high,91.92284000000001,306.92284,383.92284
SYR,1543.93173,2019,1990.0,,,,1745.0,2162.0,2322.0,Syria,low,201.06826999999998,618.06827,778.06827
TJK,820.52581,2019,1990.0,3990.8690350085,3575.28195629146,-0.0037847153088489405,912.0,1294.0,1485.0,Tajikistan,low,91.47419000000002,473.47419,664.47419
THA,3679.84641,2019,1990.0,7273.05910474223,17997.1330707129,0.031735775601262395,3925.0,4436.0,4726.0,Thailand,upper middle,245.1535899999999,756.1535899999999,1046.15359
TLS,2392.45886,2019,2000.0,2314.81009900916,3737.79654389172,0.025540100685612632,2860.0,3261.0,3529.0,Timor-Leste,lower middle,467.5411399999998,868.5411399999998,1136.5411399999998
TGO,3483.11151,2019,1990.0,1740.3102860814,2073.12978101301,0.006052588657428082,3753.0,4227.0,4470.0,Togo,low,269.8884899999998,743.8884899999998,986.8884899999998
TKL,3528.56878,2019,,,,,,,,Tokelau,,,,
TON,2420.33962,2019,1990.0,3625.49964148949,6344.42144807383,0.019483364138272563,,,,Tonga,upper middle,,,
TTO,3141.20648,2019,1990.0,9766.81788994698,25306.6179563327,0.03337503694677468,3338.0,3647.0,3933.0,Trinidad and Tobago,high,196.79352000000017,505.79352000000017,791.7935200000002
TUN,1325.47129,2019,1990.0,5660.28903741381,11113.8028778222,0.023538725146843742,1716.0,2012.0,2150.0,Tunisia,lower middle,390.52871000000005,686.52871,824.52871
TUR,761.64796,2019,1990.0,12535.9196393844,28150.0589486703,0.028287579263843288,808.0,1098.0,1186.0,Türkiye,upper middle,46.35203999999999,336.35204,424.35204
TKM,1519.91315,2019,1990.0,7137.60372013329,14992.6039650936,0.02592270789978235,1638.0,2049.0,2242.0,Turkmenistan,upper middle,118.08684999999991,529.0868499999999,722.0868499999999
TCA,3120.64259,2019,2011.0,25731.2832531353,25933.5112061295,0.0009790417588941835,,,,Turks and Caicos Islands,high,,,
TUV,3544.9044,2019,1990.0,2703.29377494064,4831.73372549984,0.020227176301141903,,,,Tuvalu,upper middle,,,
UGA,1752.14878,2019,1990.0,901.660809496259,2250.01492164686,0.03203531548922833,2172.0,2815.0,3059.0,Uganda,low,419.85122,1062.85122,1306.85122
UKR,404.8818,2019,1990.0,16428.48046875,12804.955078125,-0.008555749160214954,536.0,771.0,810.0,Ukraine,lower middle,131.1182,366.1182,405.1182
ARE,3865.06517,2019,1990.0,105893.626059104,71782.1538362575,-0.013317396207980003,3999.0,4481.0,4819.0,United Arab Emirates,high,133.93483000000015,615.9348300000001,953.9348300000001
GBR,40.05914,2019,1990.0,31308.1408749408,47088.2055266782,0.014173449069041721,107.0,171.0,275.0,United Kingdom,high,66.94086,130.94086,234.94086
TZA,1974.18755,2019,1990.0,1338.01904296875,2577.78955078125,0.02286938013999773,2005.0,2683.0,2966.0,Tanzania,lower middle,30.8124499999999,708.8124499999999,991.8124499999999
USA,967.21914,2019,1990.0,40451.498404837,62470.9299128669,0.015098980577769261,1073.0,1398.0,1528.0,United States,high,105.78085999999996,430.78085999999996,560.78086
UMI,0.0,2019,,,,,,,,United States Minor Outlying Islands,,,,
VIR,3108.07969,2019,1990.0,,,,,,,United States Virgin Islands,high,,,
URY,627.54541,2019,1990.0,11112.7364045813,23552.842731429,0.02624025341470504,699.0,868.0,991.0,Uruguay,high,71.45459000000005,240.45459000000005,363.45459000000005
UZB,1080.56806,2019,1990.0,3638.87684030839,7403.74278036323,0.02479589739405985,1194.0,1609.0,1761.0,Uzbekistan,lower middle,113.43193999999994,528.4319399999999,680.4319399999999
VUT,2693.38866,2019,1990.0,2774.13834955161,3070.40405038143,0.003505058440042008,2455.0,2744.0,3003.0,Vanuatu,lower middle,-238.38866000000007,50.61133999999993,309.6113399999999
VNM,3034.63204,2019,1990.0,2099.39464903207,10252.0046223512,0.056206371496060115,3358.0,3840.0,4039.0,Vietnam,lower middle,323.36796000000004,805.36796,1004.36796
WLF,3400.16776,2019,,,,,,,,Wallis and Futuna Islands,,,,
ESH,927.1119,2019,,,,,2632.0,3105.0,3257.0,Western Sahara,,1704.8881000000001,2177.8881,2329.8881
WSM,3105.88948,2019,1990.0,3655.95187219683,6346.25634091549,0.01919952300593586,3699.0,4082.0,4222.0,Samoa,upper middle,593.1105200000002,976.1105200000002,1116.1105200000002
YEM,2152.03753,2019,1990.0,,,,1853.0,2348.0,2481.0,Yemen,low,-299.03753000000006,195.96246999999994,328.96246999999994
ZMB,1596.08778,2019,1990.0,2290.03922595464,3372.3589795823,0.013435788993992226,1809.0,2443.0,2765.0,Zambia,lower middle,212.91221999999993,846.9122199999999,1168.91222
ZWE,1442.73567,2019,1990.0,2704.75729926729,2203.39680951757,-0.007044450415645831,1498.0,2023.0,2255.0,Zimbabwe,lower middle,55.26432999999997,580.26433,812.26433
