ISO,NAME,data,rcp,regnum,ssp,stat,tslice,year,value
YEM,Yemen,CDD,rcp26,181,SSP3,mean,future,2020,1601.0
YEM,Yemen,CDD,rcp26,181,SSP3,PopWeightAv,future,2020,1042.0
ZAF,South Africa,CDD,rcp26,182,SSP3,mean,future,2020,557.0
ZAF,South Africa,CDD,rcp26,182,SSP3,PopWeightAv,future,2020,463.5
ZMB,Zambia,CDD,rcp26,183,SSP3,mean,future,2020,1032.0
ZMB,Zambia,CDD,rcp26,183,SSP3,PopWeightAv,future,2020,960.0
ZWE,Zimbabwe,CDD,rcp26,184,SSP3,mean,future,2020,1023.5
ZWE,Zimbabwe,CDD,rcp26,184,SSP3,PopWeightAv,future,2020,817.0
GUF,French Guiana,CDD,rcp26,185,SSP3,mean,future,2020,2240.5
GUF,French Guiana,CDD,rcp26,185,SSP3,PopWeightAv,future,2020,2175.0
SSD,South Sudan,CDD,rcp26,186,SSP3,mean,future,2020,2864.5
SSD,South Sudan,CDD,rcp26,186,SSP3,PopWeightAv,future,2020,3017.0
ESH,Western Sahara,CDD,rcp26,187,SSP3,mean,future,2020,1699.5
ESH,Western Sahara,CDD,rcp26,187,SSP3,PopWeightAv,future,2020,1486.0
GRL,Greenland,CDD,rcp26,188,SSP3,mean,future,2020,0.0
GRL,Greenland,CDD,rcp26,188,SSP3,PopWeightAv,future,2020,
PRK,North Korea,CDD,rcp26,189,SSP3,mean,future,2020,135.0
PRK,North Korea,CDD,rcp26,189,SSP3,PopWeightAv,future,2020,226.5
ABW,Aruba,CDD,rcp26,1,SSP3,mean,future,2030,
ABW,Aruba,CDD,rcp26,1,SSP3,PopWeightAv,future,2030,
AFG,Afghanistan,CDD,rcp26,2,SSP3,mean,future,2030,906.0
AFG,Afghanistan,CDD,rcp26,2,SSP3,PopWeightAv,future,2030,672.0
AGO,Angola,CDD,rcp26,3,SSP3,mean,future,2030,955.5
AGO,Angola,CDD,rcp26,3,SSP3,PopWeightAv,future,2030,832.5
ALB,Albania,CDD,rcp26,4,SSP3,mean,future,2030,288.0
ALB,Albania,CDD,rcp26,4,SSP3,PopWeightAv,future,2030,354.5
ARE,United Arab Emirates,CDD,rcp26,5,SSP3,mean,future,2030,2994.5
ARE,United Arab Emirates,CDD,rcp26,5,SSP3,PopWeightAv,future,2030,2918.0
ARG,Argentina,CDD,rcp26,6,SSP3,mean,future,2030,408.5
ARG,Argentina,CDD,rcp26,6,SSP3,PopWeightAv,future,2030,495.0
ARM,Armenia,CDD,rcp26,7,SSP3,mean,future,2030,173.5
ARM,Armenia,CDD,rcp26,7,SSP3,PopWeightAv,future,2030,204.0
AUS,Australia,CDD,rcp26,8,SSP3,mean,future,2030,1519.0
AUS,Australia,CDD,rcp26,8,SSP3,PopWeightAv,future,2030,387.5
AUT,Austria,CDD,rcp26,9,SSP3,mean,future,2030,69.5
AUT,Austria,CDD,rcp26,9,SSP3,PopWeightAv,future,2030,121.0
AZE,Azerbaijan,CDD,rcp26,10,SSP3,mean,future,2030,555.5
AZE,Azerbaijan,CDD,rcp26,10,SSP3,PopWeightAv,future,2030,631.0
BDI,Burundi,CDD,rcp26,11,SSP3,mean,future,2030,509.0
BDI,Burundi,CDD,rcp26,11,SSP3,PopWeightAv,future,2030,479.5
BEL,Belgium,CDD,rcp26,12,SSP3,mean,future,2030,76.0
BEL,Belgium,CDD,rcp26,12,SSP3,PopWeightAv,future,2030,72.0
BEN,Benin,CDD,rcp26,13,SSP3,mean,future,2030,2902.5
BEN,Benin,CDD,rcp26,13,SSP3,PopWeightAv,future,2030,2828.0
BFA,Burkina Faso,CDD,rcp26,14,SSP3,mean,future,2030,3242.5
BFA,Burkina Faso,CDD,rcp26,14,SSP3,PopWeightAv,future,2030,3229.5
BGD,Bangladesh,CDD,rcp26,15,SSP3,mean,future,2030,2178.5
BGD,Bangladesh,CDD,rcp26,15,SSP3,PopWeightAv,future,2030,2192.0
BGR,Bulgaria,CDD,rcp26,16,SSP3,mean,future,2030,295.0
BGR,Bulgaria,CDD,rcp26,16,SSP3,PopWeightAv,future,2030,295.5
BHR,Bahrain,CDD,rcp26,17,SSP3,mean,future,2030,
BHR,Bahrain,CDD,rcp26,17,SSP3,PopWeightAv,future,2030,
BHS,Bahamas,CDD,rcp26,18,SSP3,mean,future,2030,1688.0
BHS,Bahamas,CDD,rcp26,18,SSP3,PopWeightAv,future,2030,1968.0
BIH,Bosnia and Herzegovina,CDD,rcp26,19,SSP3,mean,future,2030,178.5
BIH,Bosnia and Herzegovina,CDD,rcp26,19,SSP3,PopWeightAv,future,2030,181.5
BLR,Belarus,CDD,rcp26,20,SSP3,mean,future,2030,112.0
BLR,Belarus,CDD,rcp26,20,SSP3,PopWeightAv,future,2030,114.0
BLZ,Belize,CDD,rcp26,21,SSP3,mean,future,2030,2073.5
BLZ,Belize,CDD,rcp26,21,SSP3,PopWeightAv,future,2030,2096.0
BOL,Bolivia,CDD,rcp26,22,SSP3,mean,future,2030,1405.5
BOL,Bolivia,CDD,rcp26,22,SSP3,PopWeightAv,future,2030,1275.5
BRA,Brazil,CDD,rcp26,23,SSP3,mean,future,2030,2185.5
BRA,Brazil,CDD,rcp26,23,SSP3,PopWeightAv,future,2030,1397.0
BRB,Barbados,CDD,rcp26,24,SSP3,mean,future,2030,
BRB,Barbados,CDD,rcp26,24,SSP3,PopWeightAv,future,2030,
BRN,Brunei Darussalam,CDD,rcp26,25,SSP3,mean,future,2030,2278.0
BRN,Brunei Darussalam,CDD,rcp26,25,SSP3,PopWeightAv,future,2030,2393.0
BTN,Bhutan,CDD,rcp26,26,SSP3,mean,future,2030,115.5
BTN,Bhutan,CDD,rcp26,26,SSP3,PopWeightAv,future,2030,778.5
BWA,Botswana,CDD,rcp26,27,SSP3,mean,future,2030,1416.0
BWA,Botswana,CDD,rcp26,27,SSP3,PopWeightAv,future,2030,1264.0
CAF,Central African Republic,CDD,rcp26,28,SSP3,mean,future,2030,2069.5
CAF,Central African Republic,CDD,rcp26,28,SSP3,PopWeightAv,future,2030,1969.0
CAN,Canada,CDD,rcp26,29,SSP3,mean,future,2030,18.5
CAN,Canada,CDD,rcp26,29,SSP3,PopWeightAv,future,2030,122.0
CHE,Switzerland,CDD,rcp26,30,SSP3,mean,future,2030,37.0
CHE,Switzerland,CDD,rcp26,30,SSP3,PopWeightAv,future,2030,70.0
CHL,Chile,CDD,rcp26,31,SSP3,mean,future,2030,2.5
CHL,Chile,CDD,rcp26,31,SSP3,PopWeightAv,future,2030,15.5
CHN,China,CDD,rcp26,32,SSP3,mean,future,2030,347.5
CHN,China,CDD,rcp26,32,SSP3,PopWeightAv,future,2030,749.0
CIV,Cote d'Ivoire,CDD,rcp26,33,SSP3,mean,future,2030,2437.0
CIV,Cote d'Ivoire,CDD,rcp26,33,SSP3,PopWeightAv,future,2030,2429.5
CMR,Cameroon,CDD,rcp26,34,SSP3,mean,future,2030,1847.5
CMR,Cameroon,CDD,rcp26,34,SSP3,PopWeightAv,future,2030,1827.5
COD,Dem. Rep. of the Congo,CDD,rcp26,35,SSP3,mean,future,2030,1763.5
COD,Dem. Rep. of the Congo,CDD,rcp26,35,SSP3,PopWeightAv,future,2030,1570.0
COG,Congo,CDD,rcp26,36,SSP3,mean,future,2030,1866.0
COG,Congo,CDD,rcp26,36,SSP3,PopWeightAv,future,2030,1956.0
COL,Colombia,CDD,rcp26,37,SSP3,mean,future,2030,1901.0
COL,Colombia,CDD,rcp26,37,SSP3,PopWeightAv,future,2030,1418.0
COM,Comoros,CDD,rcp26,38,SSP3,mean,future,2030,1488.5
COM,Comoros,CDD,rcp26,38,SSP3,PopWeightAv,future,2030,1488.5
CPV,Cape Verde,CDD,rcp26,39,SSP3,mean,future,2030,
CPV,Cape Verde,CDD,rcp26,39,SSP3,PopWeightAv,future,2030,
CRI,Costa Rica,CDD,rcp26,40,SSP3,mean,future,2030,1769.0
CRI,Costa Rica,CDD,rcp26,40,SSP3,PopWeightAv,future,2030,1428.5
CUB,Cuba,CDD,rcp26,41,SSP3,mean,future,2030,2074.0
CUB,Cuba,CDD,rcp26,41,SSP3,PopWeightAv,future,2030,2063.0
CYP,Cyprus,CDD,rcp26,42,SSP3,mean,future,2030,949.0
CYP,Cyprus,CDD,rcp26,42,SSP3,PopWeightAv,future,2030,1004.5
CZE,Czech Republic,CDD,rcp26,43,SSP3,mean,future,2030,96.0
CZE,Czech Republic,CDD,rcp26,43,SSP3,PopWeightAv,future,2030,103.5
DEU,Germany,CDD,rcp26,44,SSP3,mean,future,2030,88.0
DEU,Germany,CDD,rcp26,44,SSP3,PopWeightAv,future,2030,97.0
DJI,Djibouti,CDD,rcp26,45,SSP3,mean,future,2030,3077.0
DJI,Djibouti,CDD,rcp26,45,SSP3,PopWeightAv,future,2030,2970.5
DNK,Denmark,CDD,rcp26,46,SSP3,mean,future,2030,26.0
DNK,Denmark,CDD,rcp26,46,SSP3,PopWeightAv,future,2030,27.0
DOM,Dominican Republic,CDD,rcp26,47,SSP3,mean,future,2030,1673.0
DOM,Dominican Republic,CDD,rcp26,47,SSP3,PopWeightAv,future,2030,1660.0
DZA,Algeria,CDD,rcp26,48,SSP3,mean,future,2030,2265.5
DZA,Algeria,CDD,rcp26,48,SSP3,PopWeightAv,future,2030,894.0
ECU,Ecuador,CDD,rcp26,49,SSP3,mean,future,2030,1204.5
ECU,Ecuador,CDD,rcp26,49,SSP3,PopWeightAv,future,2030,1757.5
EGY,Egypt,CDD,rcp26,50,SSP3,mean,future,2030,1832.5
EGY,Egypt,CDD,rcp26,50,SSP3,PopWeightAv,future,2030,1361.5
ERI,Eritrea,CDD,rcp26,51,SSP3,mean,future,2030,2581.5
ERI,Eritrea,CDD,rcp26,51,SSP3,PopWeightAv,future,2030,1662.0
ESP,Spain,CDD,rcp26,52,SSP3,mean,future,2030,401.5
ESP,Spain,CDD,rcp26,52,SSP3,PopWeightAv,future,2030,456.0
EST,Estonia,CDD,rcp26,53,SSP3,mean,future,2030,39.5
EST,Estonia,CDD,rcp26,53,SSP3,PopWeightAv,future,2030,36.0
ETH,Ethiopia,CDD,rcp26,54,SSP3,mean,future,2030,1399.5
ETH,Ethiopia,CDD,rcp26,54,SSP3,PopWeightAv,future,2030,551.5
FIN,Finland,CDD,rcp26,55,SSP3,mean,future,2030,13.0
FIN,Finland,CDD,rcp26,55,SSP3,PopWeightAv,future,2030,19.5
FJI,Fiji,CDD,rcp26,56,SSP3,mean,future,2030,1386.5
FJI,Fiji,CDD,rcp26,56,SSP3,PopWeightAv,future,2030,1225.0
FRA,France,CDD,rcp26,57,SSP3,mean,future,2030,151.5
FRA,France,CDD,rcp26,57,SSP3,PopWeightAv,future,2030,170.5
GAB,Gabon,CDD,rcp26,58,SSP3,mean,future,2030,2000.5
GAB,Gabon,CDD,rcp26,58,SSP3,PopWeightAv,future,2030,2122.5
GBR,United Kingdom,CDD,rcp26,59,SSP3,mean,future,2030,11.0
GBR,United Kingdom,CDD,rcp26,59,SSP3,PopWeightAv,future,2030,21.0
GEO,Georgia,CDD,rcp26,60,SSP3,mean,future,2030,181.0
GEO,Georgia,CDD,rcp26,60,SSP3,PopWeightAv,future,2030,275.0
GHA,Ghana,CDD,rcp26,61,SSP3,mean,future,2030,2813.5
GHA,Ghana,CDD,rcp26,61,SSP3,PopWeightAv,future,2030,2731.5
GIN,Guinea,CDD,rcp26,62,SSP3,mean,future,2030,2222.5
GIN,Guinea,CDD,rcp26,62,SSP3,PopWeightAv,future,2030,2127.5
GMB,Gambia,CDD,rcp26,63,SSP3,mean,future,2030,2779.5
GMB,Gambia,CDD,rcp26,63,SSP3,PopWeightAv,future,2030,2679.5
GNB,Guinea-Bissau,CDD,rcp26,64,SSP3,mean,future,2030,2577.5
GNB,Guinea-Bissau,CDD,rcp26,64,SSP3,PopWeightAv,future,2030,2590.0
GNQ,Equatorial Guinea,CDD,rcp26,65,SSP3,mean,future,2030,1651.5
GNQ,Equatorial Guinea,CDD,rcp26,65,SSP3,PopWeightAv,future,2030,1631.5
GRC,Greece,CDD,rcp26,66,SSP3,mean,future,2030,459.5
GRC,Greece,CDD,rcp26,66,SSP3,PopWeightAv,future,2030,530.0
GTM,Guatemala,CDD,rcp26,67,SSP3,mean,future,2030,1609.0
GTM,Guatemala,CDD,rcp26,67,SSP3,PopWeightAv,future,2030,880.0
GUY,Guyana,CDD,rcp26,68,SSP3,mean,future,2030,2330.0
GUY,Guyana,CDD,rcp26,68,SSP3,PopWeightAv,future,2030,2533.5
HKG,"China, Hong Kong SAR",CDD,rcp26,69,SSP3,mean,future,2030,1638.5
HKG,"China, Hong Kong SAR",CDD,rcp26,69,SSP3,PopWeightAv,future,2030,1638.5
HND,Honduras,CDD,rcp26,70,SSP3,mean,future,2030,1559.5
HND,Honduras,CDD,rcp26,70,SSP3,PopWeightAv,future,2030,1282.0
HRV,Croatia,CDD,rcp26,71,SSP3,mean,future,2030,258.5
HRV,Croatia,CDD,rcp26,71,SSP3,PopWeightAv,future,2030,283.5
HTI,Haiti,CDD,rcp26,72,SSP3,mean,future,2030,1824.5
HTI,Haiti,CDD,rcp26,72,SSP3,PopWeightAv,future,2030,1871.5
HUN,Hungary,CDD,rcp26,73,SSP3,mean,future,2030,255.0
HUN,Hungary,CDD,rcp26,73,SSP3,PopWeightAv,future,2030,246.5
IDN,Indonesia,CDD,rcp26,74,SSP3,mean,future,2030,2195.0
IDN,Indonesia,CDD,rcp26,74,SSP3,PopWeightAv,future,2030,2372.0
IND,India,CDD,rcp26,75,SSP3,mean,future,2030,2164.5
IND,India,CDD,rcp26,75,SSP3,PopWeightAv,future,2030,2373.5
IRL,Ireland,CDD,rcp26,76,SSP3,mean,future,2030,2.0
IRL,Ireland,CDD,rcp26,76,SSP3,PopWeightAv,future,2030,3.5
IRN,Iran (Islamic Republic of),CDD,rcp26,77,SSP3,mean,future,2030,1319.5
IRN,Iran (Islamic Republic of),CDD,rcp26,77,SSP3,PopWeightAv,future,2030,1029.0
IRQ,Iraq,CDD,rcp26,78,SSP3,mean,future,2030,2206.5
IRQ,Iraq,CDD,rcp26,78,SSP3,PopWeightAv,future,2030,2325.0
ISL,Iceland,CDD,rcp26,79,SSP3,mean,future,2030,0.0
ISL,Iceland,CDD,rcp26,79,SSP3,PopWeightAv,future,2030,
ISR,Israel,CDD,rcp26,80,SSP3,mean,future,2030,1109.5
ISR,Israel,CDD,rcp26,80,SSP3,PopWeightAv,future,2030,996.5
ITA,Italy,CDD,rcp26,81,SSP3,mean,future,2030,304.5
ITA,Italy,CDD,rcp26,81,SSP3,PopWeightAv,future,2030,345.5
JAM,Jamaica,CDD,rcp26,82,SSP3,mean,future,2030,1893.0
JAM,Jamaica,CDD,rcp26,82,SSP3,PopWeightAv,future,2030,1738.5
JOR,Jordan,CDD,rcp26,83,SSP3,mean,future,2030,1168.0
JOR,Jordan,CDD,rcp26,83,SSP3,PopWeightAv,future,2030,979.5
JPN,Japan,CDD,rcp26,84,SSP3,mean,future,2030,332.5
JPN,Japan,CDD,rcp26,84,SSP3,PopWeightAv,future,2030,508.5
KAZ,Kazakhstan,CDD,rcp26,85,SSP3,mean,future,2030,435.5
KAZ,Kazakhstan,CDD,rcp26,85,SSP3,PopWeightAv,future,2030,367.0
KEN,Kenya,CDD,rcp26,86,SSP3,mean,future,2030,1974.0
KEN,Kenya,CDD,rcp26,86,SSP3,PopWeightAv,future,2030,750.0
KGZ,Kyrgyzstan,CDD,rcp26,87,SSP3,mean,future,2030,28.0
KGZ,Kyrgyzstan,CDD,rcp26,87,SSP3,PopWeightAv,future,2030,108.5
KHM,Cambodia,CDD,rcp26,88,SSP3,mean,future,2030,2761.0
KHM,Cambodia,CDD,rcp26,88,SSP3,PopWeightAv,future,2030,2918.5
KOR,Republic of Korea,CDD,rcp26,89,SSP3,mean,future,2030,387.0
KOR,Republic of Korea,CDD,rcp26,89,SSP3,PopWeightAv,future,2030,464.0
KWT,Kuwait,CDD,rcp26,90,SSP3,mean,future,2030,3001.0
KWT,Kuwait,CDD,rcp26,90,SSP3,PopWeightAv,future,2030,3060.5
LAO,Lao People's Dem. Republic,CDD,rcp26,91,SSP3,mean,future,2030,1665.5
LAO,Lao People's Dem. Republic,CDD,rcp26,91,SSP3,PopWeightAv,future,2030,1883.5
LBN,Lebanon,CDD,rcp26,92,SSP3,mean,future,2030,546.5
LBN,Lebanon,CDD,rcp26,92,SSP3,PopWeightAv,future,2030,531.5
LBR,Liberia,CDD,rcp26,93,SSP3,mean,future,2030,2032.5
LBR,Liberia,CDD,rcp26,93,SSP3,PopWeightAv,future,2030,2074.5
LBY,Libyan Arab Jamahiriya,CDD,rcp26,94,SSP3,mean,future,2030,1796.0
LBY,Libyan Arab Jamahiriya,CDD,rcp26,94,SSP3,PopWeightAv,future,2030,1262.5
LCA,St. Lucia,CDD,rcp26,95,SSP3,mean,future,2030,
LCA,St. Lucia,CDD,rcp26,95,SSP3,PopWeightAv,future,2030,
LKA,Sri Lanka,CDD,rcp26,96,SSP3,mean,future,2030,2605.5
LKA,Sri Lanka,CDD,rcp26,96,SSP3,PopWeightAv,future,2030,2333.0
LSO,Lesotho,CDD,rcp26,97,SSP3,mean,future,2030,54.5
LSO,Lesotho,CDD,rcp26,97,SSP3,PopWeightAv,future,2030,65.5
LTU,Lithuania,CDD,rcp26,98,SSP3,mean,future,2030,73.5
LTU,Lithuania,CDD,rcp26,98,SSP3,PopWeightAv,future,2030,74.0
LUX,Luxembourg,CDD,rcp26,99,SSP3,mean,future,2030,103.5
LUX,Luxembourg,CDD,rcp26,99,SSP3,PopWeightAv,future,2030,103.5
LVA,Latvia,CDD,rcp26,100,SSP3,mean,future,2030,56.0
LVA,Latvia,CDD,rcp26,100,SSP3,PopWeightAv,future,2030,59.0
MAC,Macau,CDD,rcp26,101,SSP3,mean,future,2030,
MAC,Macau,CDD,rcp26,101,SSP3,PopWeightAv,future,2030,
MAR,Morocco,CDD,rcp26,102,SSP3,mean,future,2030,909.5
MAR,Morocco,CDD,rcp26,102,SSP3,PopWeightAv,future,2030,658.0
MDA,Republic of Moldova,CDD,rcp26,103,SSP3,mean,future,2030,270.5
MDA,Republic of Moldova,CDD,rcp26,103,SSP3,PopWeightAv,future,2030,270.0
MDG,Madagascar,CDD,rcp26,104,SSP3,mean,future,2030,1106.0
MDG,Madagascar,CDD,rcp26,104,SSP3,PopWeightAv,future,2030,758.0
MDV,Maldives,CDD,rcp26,105,SSP3,mean,future,2030,0.0
MDV,Maldives,CDD,rcp26,105,SSP3,PopWeightAv,future,2030,
MEX,Mexico,CDD,rcp26,106,SSP3,mean,future,2030,1139.5
MEX,Mexico,CDD,rcp26,106,SSP3,PopWeightAv,future,2030,770.0
MKD,TFYR Macedonia,CDD,rcp26,107,SSP3,mean,future,2030,241.5
MKD,TFYR Macedonia,CDD,rcp26,107,SSP3,PopWeightAv,future,2030,225.0
MLI,Mali,CDD,rcp26,108,SSP3,mean,future,2030,3504.5
MLI,Mali,CDD,rcp26,108,SSP3,PopWeightAv,future,2030,3256.0
MLT,Malta,CDD,rcp26,109,SSP3,mean,future,2030,
MLT,Malta,CDD,rcp26,109,SSP3,PopWeightAv,future,2030,
MMR,Myanmar,CDD,rcp26,110,SSP3,mean,future,2030,1563.5
MMR,Myanmar,CDD,rcp26,110,SSP3,PopWeightAv,future,2030,2225.0
MNE,Montenegro,CDD,rcp26,111,SSP3,mean,future,2030,125.0
MNE,Montenegro,CDD,rcp26,111,SSP3,PopWeightAv,future,2030,124.5
MNG,Mongolia,CDD,rcp26,112,SSP3,mean,future,2030,104.5
MNG,Mongolia,CDD,rcp26,112,SSP3,PopWeightAv,future,2030,61.0
MOZ,Mozambique,CDD,rcp26,113,SSP3,mean,future,2030,1587.5
MOZ,Mozambique,CDD,rcp26,113,SSP3,PopWeightAv,future,2030,1574.5
MRT,Mauritania,CDD,rcp26,114,SSP3,mean,future,2030,3322.0
MRT,Mauritania,CDD,rcp26,114,SSP3,PopWeightAv,future,2030,3346.5
MUS,Mauritius,CDD,rcp26,115,SSP3,mean,future,2030,1229.5
MUS,Mauritius,CDD,rcp26,115,SSP3,PopWeightAv,future,2030,1229.5
MWI,Malawi,CDD,rcp26,116,SSP3,mean,future,2030,1062.5
MWI,Malawi,CDD,rcp26,116,SSP3,PopWeightAv,future,2030,1031.0
MYS,Malaysia,CDD,rcp26,117,SSP3,mean,future,2030,1991.0
MYS,Malaysia,CDD,rcp26,117,SSP3,PopWeightAv,future,2030,2210.5
NAM,Namibia,CDD,rcp26,118,SSP3,mean,future,2030,934.5
NAM,Namibia,CDD,rcp26,118,SSP3,PopWeightAv,future,2030,1090.0
NCL,New Caledonia,CDD,rcp26,119,SSP3,mean,future,2030,838.5
NCL,New Caledonia,CDD,rcp26,119,SSP3,PopWeightAv,future,2030,806.5
NER,Niger,CDD,rcp26,120,SSP3,mean,future,2030,3204.0
NER,Niger,CDD,rcp26,120,SSP3,PopWeightAv,future,2030,3437.0
NGA,Nigeria,CDD,rcp26,121,SSP3,mean,future,2030,2699.5
NGA,Nigeria,CDD,rcp26,121,SSP3,PopWeightAv,future,2030,2628.5
NIC,Nicaragua,CDD,rcp26,122,SSP3,mean,future,2030,1947.0
NIC,Nicaragua,CDD,rcp26,122,SSP3,PopWeightAv,future,2030,1996.5
NLD,Netherlands,CDD,rcp26,123,SSP3,mean,future,2030,37.0
NLD,Netherlands,CDD,rcp26,123,SSP3,PopWeightAv,future,2030,40.5
NOR,Norway,CDD,rcp26,124,SSP3,mean,future,2030,1.5
NOR,Norway,CDD,rcp26,124,SSP3,PopWeightAv,future,2030,9.0
NPL,Nepal,CDD,rcp26,125,SSP3,mean,future,2030,563.5
NPL,Nepal,CDD,rcp26,125,SSP3,PopWeightAv,future,2030,1238.5
NZL,New Zealand,CDD,rcp26,126,SSP3,mean,future,2030,4.5
NZL,New Zealand,CDD,rcp26,126,SSP3,PopWeightAv,future,2030,20.0
OMN,Oman,CDD,rcp26,127,SSP3,mean,future,2030,2328.5
OMN,Oman,CDD,rcp26,127,SSP3,PopWeightAv,future,2030,2315.0
PAK,Pakistan,CDD,rcp26,128,SSP3,mean,future,2030,1824.5
PAK,Pakistan,CDD,rcp26,128,SSP3,PopWeightAv,future,2030,2268.0
PAN,Panama,CDD,rcp26,129,SSP3,mean,future,2030,1865.0
PAN,Panama,CDD,rcp26,129,SSP3,PopWeightAv,future,2030,1935.5
PER,Peru,CDD,rcp26,130,SSP3,mean,future,2030,1149.0
PER,Peru,CDD,rcp26,130,SSP3,PopWeightAv,future,2030,765.0
PHL,Philippines,CDD,rcp26,131,SSP3,mean,future,2030,2056.0
PHL,Philippines,CDD,rcp26,131,SSP3,PopWeightAv,future,2030,2216.5
PNG,Papua New Guinea,CDD,rcp26,132,SSP3,mean,future,2030,1901.0
PNG,Papua New Guinea,CDD,rcp26,132,SSP3,PopWeightAv,future,2030,1483.0
POL,Poland,CDD,rcp26,133,SSP3,mean,future,2030,93.5
POL,Poland,CDD,rcp26,133,SSP3,PopWeightAv,future,2030,95.5
PRI,Puerto Rico,CDD,rcp26,134,SSP3,mean,future,2030,1647.0
PRI,Puerto Rico,CDD,rcp26,134,SSP3,PopWeightAv,future,2030,1559.5
PRT,Portugal,CDD,rcp26,135,SSP3,mean,future,2030,318.0
PRT,Portugal,CDD,rcp26,135,SSP3,PopWeightAv,future,2030,267.0
PRY,Paraguay,CDD,rcp26,136,SSP3,mean,future,2030,1696.0
PRY,Paraguay,CDD,rcp26,136,SSP3,PopWeightAv,future,2030,1364.0
PSE,Occupied Palestinian Terr.,CDD,rcp26,137,SSP3,mean,future,2030,964.0
PSE,Occupied Palestinian Terr.,CDD,rcp26,137,SSP3,PopWeightAv,future,2030,966.5
PYF,French Polynesia,CDD,rcp26,138,SSP3,mean,future,2030,329.5
PYF,French Polynesia,CDD,rcp26,138,SSP3,PopWeightAv,future,2030,659.0
QAT,Qatar,CDD,rcp26,139,SSP3,mean,future,2030,3143.0
QAT,Qatar,CDD,rcp26,139,SSP3,PopWeightAv,future,2030,3172.0
ROU,Romania,CDD,rcp26,140,SSP3,mean,future,2030,219.0
ROU,Romania,CDD,rcp26,140,SSP3,PopWeightAv,future,2030,258.0
RUS,Russian Federation,CDD,rcp26,141,SSP3,mean,future,2030,45.5
RUS,Russian Federation,CDD,rcp26,141,SSP3,PopWeightAv,future,2030,165.0
RWA,Rwanda,CDD,rcp26,142,SSP3,mean,future,2030,262.0
RWA,Rwanda,CDD,rcp26,142,SSP3,PopWeightAv,future,2030,225.0
SAU,Saudi Arabia,CDD,rcp26,143,SSP3,mean,future,2030,2548.5
SAU,Saudi Arabia,CDD,rcp26,143,SSP3,PopWeightAv,future,2030,2529.0
SDN,Sudan,CDD,rcp26,144,SSP3,mean,future,2030,3115.5
SDN,Sudan,CDD,rcp26,144,SSP3,PopWeightAv,future,2030,3377.0
SEN,Senegal,CDD,rcp26,145,SSP3,mean,future,2030,3100.0
SEN,Senegal,CDD,rcp26,145,SSP3,PopWeightAv,future,2030,2639.5
SGP,Singapore,CDD,rcp26,146,SSP3,mean,future,2030,
SGP,Singapore,CDD,rcp26,146,SSP3,PopWeightAv,future,2030,
SLB,Solomon Islands,CDD,rcp26,147,SSP3,mean,future,2030,2042.0
SLB,Solomon Islands,CDD,rcp26,147,SSP3,PopWeightAv,future,2030,2028.0
SLE,Sierra Leone,CDD,rcp26,148,SSP3,mean,future,2030,2360.5
SLE,Sierra Leone,CDD,rcp26,148,SSP3,PopWeightAv,future,2030,2379.5
SLV,El Salvador,CDD,rcp26,149,SSP3,mean,future,2030,1987.0
SLV,El Salvador,CDD,rcp26,149,SSP3,PopWeightAv,future,2030,1835.5
SOM,Somalia,CDD,rcp26,150,SSP3,mean,future,2030,2662.0
SOM,Somalia,CDD,rcp26,150,SSP3,PopWeightAv,future,2030,2708.5
SRB,Serbia,CDD,rcp26,151,SSP3,mean,future,2030,299.5
SRB,Serbia,CDD,rcp26,151,SSP3,PopWeightAv,future,2030,298.5
STP,Sao Tome and Principe,CDD,rcp26,152,SSP3,mean,future,2030,
STP,Sao Tome and Principe,CDD,rcp26,152,SSP3,PopWeightAv,future,2030,
SUR,Suriname,CDD,rcp26,153,SSP3,mean,future,2030,2384.5
SUR,Suriname,CDD,rcp26,153,SSP3,PopWeightAv,future,2030,2576.5
SVK,Slovakia,CDD,rcp26,154,SSP3,mean,future,2030,105.0
SVK,Slovakia,CDD,rcp26,154,SSP3,PopWeightAv,future,2030,118.5
SVN,Slovenia,CDD,rcp26,155,SSP3,mean,future,2030,109.0
SVN,Slovenia,CDD,rcp26,155,SSP3,PopWeightAv,future,2030,145.5
SWE,Sweden,CDD,rcp26,156,SSP3,mean,future,2030,6.0
SWE,Sweden,CDD,rcp26,156,SSP3,PopWeightAv,future,2030,17.0
SWZ,Swaziland,CDD,rcp26,157,SSP3,mean,future,2030,821.5
SWZ,Swaziland,CDD,rcp26,157,SSP3,PopWeightAv,future,2030,753.5
SYR,Syrian Arab Republic,CDD,rcp26,158,SSP3,mean,future,2030,1279.0
SYR,Syrian Arab Republic,CDD,rcp26,158,SSP3,PopWeightAv,future,2030,1218.5
TCD,Chad,CDD,rcp26,159,SSP3,mean,future,2030,2994.5
TCD,Chad,CDD,rcp26,159,SSP3,PopWeightAv,future,2030,3053.5
TGO,Togo,CDD,rcp26,160,SSP3,mean,future,2030,2653.0
TGO,Togo,CDD,rcp26,160,SSP3,PopWeightAv,future,2030,2633.0
THA,Thailand,CDD,rcp26,161,SSP3,mean,future,2030,2528.5
THA,Thailand,CDD,rcp26,161,SSP3,PopWeightAv,future,2030,2812.0
TJK,Tajikistan,CDD,rcp26,162,SSP3,mean,future,2030,187.5
