ISO,NAME,data,rcp,regnum,ssp,stat,tslice,year,value
CIV,Cote d'Ivoire,CDD,rcp45,33,SSP5,mean,future,2050,2718.0
CIV,Cote d'Ivoire,CDD,rcp45,33,SSP5,PopWeightAv,future,2050,2698.0
CMR,Cameroon,CDD,rcp45,34,SSP5,mean,future,2050,2128.0
CMR,Cameroon,CDD,rcp45,34,SSP5,PopWeightAv,future,2050,2087.5
COD,Dem. Rep. of the Congo,CDD,rcp45,35,SSP5,mean,future,2050,2029.0
COD,Dem. Rep. of the Congo,CDD,rcp45,35,SSP5,PopWeightAv,future,2050,1829.5
COG,Congo,CDD,rcp45,36,SSP5,mean,future,2050,2121.5
COG,Congo,CDD,rcp45,36,SSP5,PopWeightAv,future,2050,2222.5
COL,Colombia,CDD,rcp45,37,SSP5,mean,future,2050,2105.0
COL,Colombia,CDD,rcp45,37,SSP5,PopWeightAv,future,2050,1491.0
COM,Comoros,CDD,rcp45,38,SSP5,mean,future,2050,1629.5
COM,Comoros,CDD,rcp45,38,SSP5,PopWeightAv,future,2050,1629.5
CPV,Cape Verde,CDD,rcp45,39,SSP5,mean,future,2050,
CPV,Cape Verde,CDD,rcp45,39,SSP5,PopWeightAv,future,2050,
CRI,Costa Rica,CDD,rcp45,40,SSP5,mean,future,2050,1946.5
CRI,Costa Rica,CDD,rcp45,40,SSP5,PopWeightAv,future,2050,1589.0
CUB,Cuba,CDD,rcp45,41,SSP5,mean,future,2050,2225.0
CUB,Cuba,CDD,rcp45,41,SSP5,PopWeightAv,future,2050,2213.0
CYP,Cyprus,CDD,rcp45,42,SSP5,mean,future,2050,1030.0
CYP,Cyprus,CDD,rcp45,42,SSP5,PopWeightAv,future,2050,1093.5
CZE,Czech Republic,CDD,rcp45,43,SSP5,mean,future,2050,205.0
CZE,Czech Republic,CDD,rcp45,43,SSP5,PopWeightAv,future,2050,217.0
DEU,Germany,CDD,rcp45,44,SSP5,mean,future,2050,169.0
DEU,Germany,CDD,rcp45,44,SSP5,PopWeightAv,future,2050,183.5
DJI,Djibouti,CDD,rcp45,45,SSP5,mean,future,2050,3295.5
DJI,Djibouti,CDD,rcp45,45,SSP5,PopWeightAv,future,2050,3178.5
DNK,Denmark,CDD,rcp45,46,SSP5,mean,future,2050,54.5
DNK,Denmark,CDD,rcp45,46,SSP5,PopWeightAv,future,2050,57.0
DOM,Dominican Republic,CDD,rcp45,47,SSP5,mean,future,2050,1795.0
DOM,Dominican Republic,CDD,rcp45,47,SSP5,PopWeightAv,future,2050,1809.5
DZA,Algeria,CDD,rcp45,48,SSP5,mean,future,2050,2355.5
DZA,Algeria,CDD,rcp45,48,SSP5,PopWeightAv,future,2050,968.5
ECU,Ecuador,CDD,rcp45,49,SSP5,mean,future,2050,1332.0
ECU,Ecuador,CDD,rcp45,49,SSP5,PopWeightAv,future,2050,1916.0
EGY,Egypt,CDD,rcp45,50,SSP5,mean,future,2050,1967.5
EGY,Egypt,CDD,rcp45,50,SSP5,PopWeightAv,future,2050,1507.0
ERI,Eritrea,CDD,rcp45,51,SSP5,mean,future,2050,2791.0
ERI,Eritrea,CDD,rcp45,51,SSP5,PopWeightAv,future,2050,1838.5
ESP,Spain,CDD,rcp45,52,SSP5,mean,future,2050,514.0
ESP,Spain,CDD,rcp45,52,SSP5,PopWeightAv,future,2050,564.0
EST,Estonia,CDD,rcp45,53,SSP5,mean,future,2050,72.5
EST,Estonia,CDD,rcp45,53,SSP5,PopWeightAv,future,2050,68.5
ETH,Ethiopia,CDD,rcp45,54,SSP5,mean,future,2050,1637.5
ETH,Ethiopia,CDD,rcp45,54,SSP5,PopWeightAv,future,2050,712.0
FIN,Finland,CDD,rcp45,55,SSP5,mean,future,2050,22.5
FIN,Finland,CDD,rcp45,55,SSP5,PopWeightAv,future,2050,37.5
FJI,Fiji,CDD,rcp45,56,SSP5,mean,future,2050,1513.5
FJI,Fiji,CDD,rcp45,56,SSP5,PopWeightAv,future,2050,1346.0
FRA,France,CDD,rcp45,57,SSP5,mean,future,2050,245.5
FRA,France,CDD,rcp45,57,SSP5,PopWeightAv,future,2050,270.5
GAB,Gabon,CDD,rcp45,58,SSP5,mean,future,2050,2218.5
GAB,Gabon,CDD,rcp45,58,SSP5,PopWeightAv,future,2050,2326.0
GBR,United Kingdom,CDD,rcp45,59,SSP5,mean,future,2050,24.0
GBR,United Kingdom,CDD,rcp45,59,SSP5,PopWeightAv,future,2050,42.5
GEO,Georgia,CDD,rcp45,60,SSP5,mean,future,2050,241.0
GEO,Georgia,CDD,rcp45,60,SSP5,PopWeightAv,future,2050,379.5
GHA,Ghana,CDD,rcp45,61,SSP5,mean,future,2050,3028.5
GHA,Ghana,CDD,rcp45,61,SSP5,PopWeightAv,future,2050,2946.0
GIN,Guinea,CDD,rcp45,62,SSP5,mean,future,2050,2534.5
GIN,Guinea,CDD,rcp45,62,SSP5,PopWeightAv,future,2050,2439.5
GMB,Gambia,CDD,rcp45,63,SSP5,mean,future,2050,2968.5
GMB,Gambia,CDD,rcp45,63,SSP5,PopWeightAv,future,2050,2821.0
GNB,Guinea-Bissau,CDD,rcp45,64,SSP5,mean,future,2050,2784.5
GNB,Guinea-Bissau,CDD,rcp45,64,SSP5,PopWeightAv,future,2050,2826.0
GNQ,Equatorial Guinea,CDD,rcp45,65,SSP5,mean,future,2050,1858.5
GNQ,Equatorial Guinea,CDD,rcp45,65,SSP5,PopWeightAv,future,2050,1837.5
GRC,Greece,CDD,rcp45,66,SSP5,mean,future,2050,559.0
GRC,Greece,CDD,rcp45,66,SSP5,PopWeightAv,future,2050,645.0
GTM,Guatemala,CDD,rcp45,67,SSP5,mean,future,2050,1885.5
GTM,Guatemala,CDD,rcp45,67,SSP5,PopWeightAv,future,2050,1043.5
GUY,Guyana,CDD,rcp45,68,SSP5,mean,future,2050,2504.5
GUY,Guyana,CDD,rcp45,68,SSP5,PopWeightAv,future,2050,2669.5
HKG,"China, Hong Kong SAR",CDD,rcp45,69,SSP5,mean,future,2050,1743.5
HKG,"China, Hong Kong SAR",CDD,rcp45,69,SSP5,PopWeightAv,future,2050,1743.5
HND,Honduras,CDD,rcp45,70,SSP5,mean,future,2050,1773.5
HND,Honduras,CDD,rcp45,70,SSP5,PopWeightAv,future,2050,1496.5
HRV,Croatia,CDD,rcp45,71,SSP5,mean,future,2050,472.0
HRV,Croatia,CDD,rcp45,71,SSP5,PopWeightAv,future,2050,504.5
HTI,Haiti,CDD,rcp45,72,SSP5,mean,future,2050,1940.0
HTI,Haiti,CDD,rcp45,72,SSP5,PopWeightAv,future,2050,1997.5
HUN,Hungary,CDD,rcp45,73,SSP5,mean,future,2050,446.5
HUN,Hungary,CDD,rcp45,73,SSP5,PopWeightAv,future,2050,432.0
IDN,Indonesia,CDD,rcp45,74,SSP5,mean,future,2050,2375.0
IDN,Indonesia,CDD,rcp45,74,SSP5,PopWeightAv,future,2050,2574.0
IND,India,CDD,rcp45,75,SSP5,mean,future,2050,2368.0
IND,India,CDD,rcp45,75,SSP5,PopWeightAv,future,2050,2614.0
IRL,Ireland,CDD,rcp45,76,SSP5,mean,future,2050,6.0
IRL,Ireland,CDD,rcp45,76,SSP5,PopWeightAv,future,2050,8.0
IRN,Iran (Islamic Republic of),CDD,rcp45,77,SSP5,mean,future,2050,1451.5
IRN,Iran (Islamic Republic of),CDD,rcp45,77,SSP5,PopWeightAv,future,2050,1132.5
IRQ,Iraq,CDD,rcp45,78,SSP5,mean,future,2050,2374.0
IRQ,Iraq,CDD,rcp45,78,SSP5,PopWeightAv,future,2050,2498.5
ISL,Iceland,CDD,rcp45,79,SSP5,mean,future,2050,0.0
ISL,Iceland,CDD,rcp45,79,SSP5,PopWeightAv,future,2050,
ISR,Israel,CDD,rcp45,80,SSP5,mean,future,2050,1234.0
ISR,Israel,CDD,rcp45,80,SSP5,PopWeightAv,future,2050,1115.0
ITA,Italy,CDD,rcp45,81,SSP5,mean,future,2050,449.5
ITA,Italy,CDD,rcp45,81,SSP5,PopWeightAv,future,2050,525.0
JAM,Jamaica,CDD,rcp45,82,SSP5,mean,future,2050,1971.5
JAM,Jamaica,CDD,rcp45,82,SSP5,PopWeightAv,future,2050,1818.0
JOR,Jordan,CDD,rcp45,83,SSP5,mean,future,2050,1292.5
JOR,Jordan,CDD,rcp45,83,SSP5,PopWeightAv,future,2050,1100.0
JPN,Japan,CDD,rcp45,84,SSP5,mean,future,2050,388.0
JPN,Japan,CDD,rcp45,84,SSP5,PopWeightAv,future,2050,596.5
KAZ,Kazakhstan,CDD,rcp45,85,SSP5,mean,future,2050,526.5
KAZ,Kazakhstan,CDD,rcp45,85,SSP5,PopWeightAv,future,2050,443.5
KEN,Kenya,CDD,rcp45,86,SSP5,mean,future,2050,2240.5
KEN,Kenya,CDD,rcp45,86,SSP5,PopWeightAv,future,2050,944.5
KGZ,Kyrgyzstan,CDD,rcp45,87,SSP5,mean,future,2050,50.0
KGZ,Kyrgyzstan,CDD,rcp45,87,SSP5,PopWeightAv,future,2050,160.0
KHM,Cambodia,CDD,rcp45,88,SSP5,mean,future,2050,2860.5
KHM,Cambodia,CDD,rcp45,88,SSP5,PopWeightAv,future,2050,3011.0
KOR,Republic of Korea,CDD,rcp45,89,SSP5,mean,future,2050,453.0
KOR,Republic of Korea,CDD,rcp45,89,SSP5,PopWeightAv,future,2050,537.0
KWT,Kuwait,CDD,rcp45,90,SSP5,mean,future,2050,3146.0
KWT,Kuwait,CDD,rcp45,90,SSP5,PopWeightAv,future,2050,3207.0
LAO,Lao People's Dem. Republic,CDD,rcp45,91,SSP5,mean,future,2050,1794.0
LAO,Lao People's Dem. Republic,CDD,rcp45,91,SSP5,PopWeightAv,future,2050,2030.0
LBN,Lebanon,CDD,rcp45,92,SSP5,mean,future,2050,622.5
LBN,Lebanon,CDD,rcp45,92,SSP5,PopWeightAv,future,2050,614.5
LBR,Liberia,CDD,rcp45,93,SSP5,mean,future,2050,2342.5
LBR,Liberia,CDD,rcp45,93,SSP5,PopWeightAv,future,2050,2372.0
LBY,Libyan Arab Jamahiriya,CDD,rcp45,94,SSP5,mean,future,2050,1915.5
LBY,Libyan Arab Jamahiriya,CDD,rcp45,94,SSP5,PopWeightAv,future,2050,1360.0
LCA,St. Lucia,CDD,rcp45,95,SSP5,mean,future,2050,
LCA,St. Lucia,CDD,rcp45,95,SSP5,PopWeightAv,future,2050,
LKA,Sri Lanka,CDD,rcp45,96,SSP5,mean,future,2050,2747.5
LKA,Sri Lanka,CDD,rcp45,96,SSP5,PopWeightAv,future,2050,2462.5
LSO,Lesotho,CDD,rcp45,97,SSP5,mean,future,2050,73.0
LSO,Lesotho,CDD,rcp45,97,SSP5,PopWeightAv,future,2050,86.5
LTU,Lithuania,CDD,rcp45,98,SSP5,mean,future,2050,133.0
LTU,Lithuania,CDD,rcp45,98,SSP5,PopWeightAv,future,2050,135.0
LUX,Luxembourg,CDD,rcp45,99,SSP5,mean,future,2050,183.5
LUX,Luxembourg,CDD,rcp45,99,SSP5,PopWeightAv,future,2050,183.5
LVA,Latvia,CDD,rcp45,100,SSP5,mean,future,2050,99.5
LVA,Latvia,CDD,rcp45,100,SSP5,PopWeightAv,future,2050,106.0
MAC,Macau,CDD,rcp45,101,SSP5,mean,future,2050,
MAC,Macau,CDD,rcp45,101,SSP5,PopWeightAv,future,2050,
MAR,Morocco,CDD,rcp45,102,SSP5,mean,future,2050,1012.5
MAR,Morocco,CDD,rcp45,102,SSP5,PopWeightAv,future,2050,738.0
MDA,Republic of Moldova,CDD,rcp45,103,SSP5,mean,future,2050,413.5
MDA,Republic of Moldova,CDD,rcp45,103,SSP5,PopWeightAv,future,2050,409.5
MDG,Madagascar,CDD,rcp45,104,SSP5,mean,future,2050,1309.5
MDG,Madagascar,CDD,rcp45,104,SSP5,PopWeightAv,future,2050,927.5
MDV,Maldives,CDD,rcp45,105,SSP5,mean,future,2050,0.0
MDV,Maldives,CDD,rcp45,105,SSP5,PopWeightAv,future,2050,
MEX,Mexico,CDD,rcp45,106,SSP5,mean,future,2050,1297.5
MEX,Mexico,CDD,rcp45,106,SSP5,PopWeightAv,future,2050,827.5
MKD,TFYR Macedonia,CDD,rcp45,107,SSP5,mean,future,2050,380.5
MKD,TFYR Macedonia,CDD,rcp45,107,SSP5,PopWeightAv,future,2050,360.5
MLI,Mali,CDD,rcp45,108,SSP5,mean,future,2050,3675.0
MLI,Mali,CDD,rcp45,108,SSP5,PopWeightAv,future,2050,3469.0
MLT,Malta,CDD,rcp45,109,SSP5,mean,future,2050,
MLT,Malta,CDD,rcp45,109,SSP5,PopWeightAv,future,2050,
MMR,Myanmar,CDD,rcp45,110,SSP5,mean,future,2050,1779.0
MMR,Myanmar,CDD,rcp45,110,SSP5,PopWeightAv,future,2050,2508.0
MNE,Montenegro,CDD,rcp45,111,SSP5,mean,future,2050,229.5
MNE,Montenegro,CDD,rcp45,111,SSP5,PopWeightAv,future,2050,233.0
MNG,Mongolia,CDD,rcp45,112,SSP5,mean,future,2050,139.5
MNG,Mongolia,CDD,rcp45,112,SSP5,PopWeightAv,future,2050,85.0
MOZ,Mozambique,CDD,rcp45,113,SSP5,mean,future,2050,1793.0
MOZ,Mozambique,CDD,rcp45,113,SSP5,PopWeightAv,future,2050,1793.5
MRT,Mauritania,CDD,rcp45,114,SSP5,mean,future,2050,3507.0
MRT,Mauritania,CDD,rcp45,114,SSP5,PopWeightAv,future,2050,3508.0
MUS,Mauritius,CDD,rcp45,115,SSP5,mean,future,2050,1348.0
MUS,Mauritius,CDD,rcp45,115,SSP5,PopWeightAv,future,2050,1348.0
MWI,Malawi,CDD,rcp45,116,SSP5,mean,future,2050,1304.5
MWI,Malawi,CDD,rcp45,116,SSP5,PopWeightAv,future,2050,1274.0
MYS,Malaysia,CDD,rcp45,117,SSP5,mean,future,2050,2157.5
MYS,Malaysia,CDD,rcp45,117,SSP5,PopWeightAv,future,2050,2398.0
NAM,Namibia,CDD,rcp45,118,SSP5,mean,future,2050,1064.0
NAM,Namibia,CDD,rcp45,118,SSP5,PopWeightAv,future,2050,1213.0
NCL,New Caledonia,CDD,rcp45,119,SSP5,mean,future,2050,923.5
NCL,New Caledonia,CDD,rcp45,119,SSP5,PopWeightAv,future,2050,896.0
NER,Niger,CDD,rcp45,120,SSP5,mean,future,2050,3410.0
NER,Niger,CDD,rcp45,120,SSP5,PopWeightAv,future,2050,3654.5
NGA,Nigeria,CDD,rcp45,121,SSP5,mean,future,2050,2954.0
NGA,Nigeria,CDD,rcp45,121,SSP5,PopWeightAv,future,2050,2893.5
NIC,Nicaragua,CDD,rcp45,122,SSP5,mean,future,2050,2155.0
NIC,Nicaragua,CDD,rcp45,122,SSP5,PopWeightAv,future,2050,2225.5
NLD,Netherlands,CDD,rcp45,123,SSP5,mean,future,2050,73.0
NLD,Netherlands,CDD,rcp45,123,SSP5,PopWeightAv,future,2050,80.0
NOR,Norway,CDD,rcp45,124,SSP5,mean,future,2050,5.5
NOR,Norway,CDD,rcp45,124,SSP5,PopWeightAv,future,2050,20.5
NPL,Nepal,CDD,rcp45,125,SSP5,mean,future,2050,642.0
NPL,Nepal,CDD,rcp45,125,SSP5,PopWeightAv,future,2050,1416.0
NZL,New Zealand,CDD,rcp45,126,SSP5,mean,future,2050,12.5
NZL,New Zealand,CDD,rcp45,126,SSP5,PopWeightAv,future,2050,42.0
OMN,Oman,CDD,rcp45,127,SSP5,mean,future,2050,2502.5
OMN,Oman,CDD,rcp45,127,SSP5,PopWeightAv,future,2050,2472.5
PAK,Pakistan,CDD,rcp45,128,SSP5,mean,future,2050,1957.0
PAK,Pakistan,CDD,rcp45,128,SSP5,PopWeightAv,future,2050,2412.5
PAN,Panama,CDD,rcp45,129,SSP5,mean,future,2050,2018.5
PAN,Panama,CDD,rcp45,129,SSP5,PopWeightAv,future,2050,2103.0
PER,Peru,CDD,rcp45,130,SSP5,mean,future,2050,1281.5
PER,Peru,CDD,rcp45,130,SSP5,PopWeightAv,future,2050,773.5
PHL,Philippines,CDD,rcp45,131,SSP5,mean,future,2050,2142.5
PHL,Philippines,CDD,rcp45,131,SSP5,PopWeightAv,future,2050,2320.0
PNG,Papua New Guinea,CDD,rcp45,132,SSP5,mean,future,2050,2028.0
PNG,Papua New Guinea,CDD,rcp45,132,SSP5,PopWeightAv,future,2050,1643.0
POL,Poland,CDD,rcp45,133,SSP5,mean,future,2050,187.5
POL,Poland,CDD,rcp45,133,SSP5,PopWeightAv,future,2050,196.5
PRI,Puerto Rico,CDD,rcp45,134,SSP5,mean,future,2050,1696.5
PRI,Puerto Rico,CDD,rcp45,134,SSP5,PopWeightAv,future,2050,1608.5
PRT,Portugal,CDD,rcp45,135,SSP5,mean,future,2050,405.0
PRT,Portugal,CDD,rcp45,135,SSP5,PopWeightAv,future,2050,328.5
PRY,Paraguay,CDD,rcp45,136,SSP5,mean,future,2050,1927.0
PRY,Paraguay,CDD,rcp45,136,SSP5,PopWeightAv,future,2050,1592.0
PSE,Occupied Palestinian Terr.,CDD,rcp45,137,SSP5,mean,future,2050,1089.0
PSE,Occupied Palestinian Terr.,CDD,rcp45,137,SSP5,PopWeightAv,future,2050,1096.5
PYF,French Polynesia,CDD,rcp45,138,SSP5,mean,future,2050,382.0
PYF,French Polynesia,CDD,rcp45,138,SSP5,PopWeightAv,future,2050,764.5
QAT,Qatar,CDD,rcp45,139,SSP5,mean,future,2050,3311.5
QAT,Qatar,CDD,rcp45,139,SSP5,PopWeightAv,future,2050,3361.5
ROU,Romania,CDD,rcp45,140,SSP5,mean,future,2050,348.0
ROU,Romania,CDD,rcp45,140,SSP5,PopWeightAv,future,2050,404.0
RUS,Russian Federation,CDD,rcp45,141,SSP5,mean,future,2050,65.5
RUS,Russian Federation,CDD,rcp45,141,SSP5,PopWeightAv,future,2050,230.5
RWA,Rwanda,CDD,rcp45,142,SSP5,mean,future,2050,468.5
RWA,Rwanda,CDD,rcp45,142,SSP5,PopWeightAv,future,2050,425.5
SAU,Saudi Arabia,CDD,rcp45,143,SSP5,mean,future,2050,2779.0
SAU,Saudi Arabia,CDD,rcp45,143,SSP5,PopWeightAv,future,2050,2762.5
SDN,Sudan,CDD,rcp45,144,SSP5,mean,future,2050,3339.5
SDN,Sudan,CDD,rcp45,144,SSP5,PopWeightAv,future,2050,3635.0
SEN,Senegal,CDD,rcp45,145,SSP5,mean,future,2050,3302.0
SEN,Senegal,CDD,rcp45,145,SSP5,PopWeightAv,future,2050,2746.0
SGP,Singapore,CDD,rcp45,146,SSP5,mean,future,2050,
SGP,Singapore,CDD,rcp45,146,SSP5,PopWeightAv,future,2050,
SLB,Solomon Islands,CDD,rcp45,147,SSP5,mean,future,2050,2166.0
SLB,Solomon Islands,CDD,rcp45,147,SSP5,PopWeightAv,future,2050,2152.5
SLE,Sierra Leone,CDD,rcp45,148,SSP5,mean,future,2050,2672.5
SLE,Sierra Leone,CDD,rcp45,148,SSP5,PopWeightAv,future,2050,2684.5
SLV,El Salvador,CDD,rcp45,149,SSP5,mean,future,2050,2238.0
SLV,El Salvador,CDD,rcp45,149,SSP5,PopWeightAv,future,2050,2046.0
SOM,Somalia,CDD,rcp45,150,SSP5,mean,future,2050,2841.0
SOM,Somalia,CDD,rcp45,150,SSP5,PopWeightAv,future,2050,2892.5
SRB,Serbia,CDD,rcp45,151,SSP5,mean,future,2050,473.5
SRB,Serbia,CDD,rcp45,151,SSP5,PopWeightAv,future,2050,474.5
STP,Sao Tome and Principe,CDD,rcp45,152,SSP5,mean,future,2050,
STP,Sao Tome and Principe,CDD,rcp45,152,SSP5,PopWeightAv,future,2050,
SUR,Suriname,CDD,rcp45,153,SSP5,mean,future,2050,2517.5
SUR,Suriname,CDD,rcp45,153,SSP5,PopWeightAv,future,2050,2682.5
SVK,Slovakia,CDD,rcp45,154,SSP5,mean,future,2050,229.0
SVK,Slovakia,CDD,rcp45,154,SSP5,PopWeightAv,future,2050,253.0
SVN,Slovenia,CDD,rcp45,155,SSP5,mean,future,2050,260.5
SVN,Slovenia,CDD,rcp45,155,SSP5,PopWeightAv,future,2050,314.5
SWE,Sweden,CDD,rcp45,156,SSP5,mean,future,2050,16.5
SWE,Sweden,CDD,rcp45,156,SSP5,PopWeightAv,future,2050,40.0
SWZ,Swaziland,CDD,rcp45,157,SSP5,mean,future,2050,953.0
SWZ,Swaziland,CDD,rcp45,157,SSP5,PopWeightAv,future,2050,874.0
SYR,Syrian Arab Republic,CDD,rcp45,158,SSP5,mean,future,2050,1407.0
SYR,Syrian Arab Republic,CDD,rcp45,158,SSP5,PopWeightAv,future,2050,1337.5
TCD,Chad,CDD,rcp45,159,SSP5,mean,future,2050,3167.5
TCD,Chad,CDD,rcp45,159,SSP5,PopWeightAv,future,2050,3258.5
TGO,Togo,CDD,rcp45,160,SSP5,mean,future,2050,2878.0
TGO,Togo,CDD,rcp45,160,SSP5,PopWeightAv,future,2050,2847.5
THA,Thailand,CDD,rcp45,161,SSP5,mean,future,2050,2673.0
THA,Thailand,CDD,rcp45,161,SSP5,PopWeightAv,future,2050,2995.0
TJK,Tajikistan,CDD,rcp45,162,SSP5,mean,future,2050,237.0
TJK,Tajikistan,CDD,rcp45,162,SSP5,PopWeightAv,future,2050,691.0
TKM,Turkmenistan,CDD,rcp45,163,SSP5,mean,future,2050,1292.0
TKM,Turkmenistan,CDD,rcp45,163,SSP5,PopWeightAv,future,2050,1305.0
TLS,East Timor,CDD,rcp45,164,SSP5,mean,future,2050,1984.0
TLS,East Timor,CDD,rcp45,164,SSP5,PopWeightAv,future,2050,1958.5
TON,Tonga,CDD,rcp45,165,SSP5,mean,future,2050,
TON,Tonga,CDD,rcp45,165,SSP5,PopWeightAv,future,2050,
TTO,Trinidad and Tobago,CDD,rcp45,166,SSP5,mean,future,2050,2379.5
TTO,Trinidad and Tobago,CDD,rcp45,166,SSP5,PopWeightAv,future,2050,2383.5
TUN,Tunisia,CDD,rcp45,167,SSP5,mean,future,2050,1481.5
TUN,Tunisia,CDD,rcp45,167,SSP5,PopWeightAv,future,2050,1165.0
TUR,Turkey,CDD,rcp45,168,SSP5,mean,future,2050,450.5
TUR,Turkey,CDD,rcp45,168,SSP5,PopWeightAv,future,2050,532.0
TWN,Taiwan,CDD,rcp45,169,SSP5,mean,future,2050,813.5
TWN,Taiwan,CDD,rcp45,169,SSP5,PopWeightAv,future,2050,1072.0
TZA,United Republic of Tanzania,CDD,rcp45,170,SSP5,mean,future,2050,1414.5
TZA,United Republic of Tanzania,CDD,rcp45,170,SSP5,PopWeightAv,future,2050,1348.5
UGA,Uganda,CDD,rcp45,171,SSP5,mean,future,2050,1658.0
UGA,Uganda,CDD,rcp45,171,SSP5,PopWeightAv,future,2050,1449.0
UKR,Ukraine,CDD,rcp45,172,SSP5,mean,future,2050,328.5
UKR,Ukraine,CDD,rcp45,172,SSP5,PopWeightAv,future,2050,343.5
URY,Uruguay,CDD,rcp45,173,SSP5,mean,future,2050,483.5
URY,Uruguay,CDD,rcp45,173,SSP5,PopWeightAv,future,2050,339.0
USA,United States of America,CDD,rcp45,174,SSP5,mean,future,2050,466.5
USA,United States of America,CDD,rcp45,174,SSP5,PopWeightAv,future,2050,750.5
UZB,Uzbekistan,CDD,rcp45,175,SSP5,mean,future,2050,1002.5
UZB,Uzbekistan,CDD,rcp45,175,SSP5,PopWeightAv,future,2050,937.0
VCT,Saint Vincent and the Grenadines,CDD,rcp45,176,SSP5,mean,future,2050,2784.0
VCT,Saint Vincent and the Grenadines,CDD,rcp45,176,SSP5,PopWeightAv,future,2050,2784.0
VEN,Venezuela,CDD,rcp45,177,SSP5,mean,future,2050,2358.0
VEN,Venezuela,CDD,rcp45,177,SSP5,PopWeightAv,future,2050,2174.0
VNM,Viet Nam,CDD,rcp45,178,SSP5,mean,future,2050,2037.5
VNM,Viet Nam,CDD,rcp45,178,SSP5,PopWeightAv,future,2050,2420.0
VUT,Vanuatu,CDD,rcp45,179,SSP5,mean,future,2050,1459.5
VUT,Vanuatu,CDD,rcp45,179,SSP5,PopWeightAv,future,2050,1457.5
WSM,Samoa,CDD,rcp45,180,SSP5,mean,future,2050,2745.5
WSM,Samoa,CDD,rcp45,180,SSP5,PopWeightAv,future,2050,2745.5
YEM,Yemen,CDD,rcp45,181,SSP5,mean,future,2050,1886.0
YEM,Yemen,CDD,rcp45,181,SSP5,PopWeightAv,future,2050,1252.0
ZAF,South Africa,CDD,rcp45,182,SSP5,mean,future,2050,675.5
ZAF,South Africa,CDD,rcp45,182,SSP5,PopWeightAv,future,2050,555.0
ZMB,Zambia,CDD,rcp45,183,SSP5,mean,future,2050,1277.0
ZMB,Zambia,CDD,rcp45,183,SSP5,PopWeightAv,future,2050,1192.5
ZWE,Zimbabwe,CDD,rcp45,184,SSP5,mean,future,2050,1135.5
ZWE,Zimbabwe,CDD,rcp45,184,SSP5,PopWeightAv,future,2050,885.0
GUF,French Guiana,CDD,rcp45,185,SSP5,mean,future,2050,2421.5
GUF,French Guiana,CDD,rcp45,185,SSP5,PopWeightAv,future,2050,2351.5
SSD,South Sudan,CDD,rcp45,186,SSP5,mean,future,2050,3279.0
SSD,South Sudan,CDD,rcp45,186,SSP5,PopWeightAv,future,2050,3407.5
ESH,Western Sahara,CDD,rcp45,187,SSP5,mean,future,2050,1997.5
ESH,Western Sahara,CDD,rcp45,187,SSP5,PopWeightAv,future,2050,1764.5
GRL,Greenland,CDD,rcp45,188,SSP5,mean,future,2050,0.0
GRL,Greenland,CDD,rcp45,188,SSP5,PopWeightAv,future,2050,
PRK,North Korea,CDD,rcp45,189,SSP5,mean,future,2050,206.5
PRK,North Korea,CDD,rcp45,189,SSP5,PopWeightAv,future,2050,340.0
ABW,Aruba,CDD,rcp45,1,SSP5,mean,future,2060,
ABW,Aruba,CDD,rcp45,1,SSP5,PopWeightAv,future,2060,
AFG,Afghanistan,CDD,rcp45,2,SSP5,mean,future,2060,1081.5
AFG,Afghanistan,CDD,rcp45,2,SSP5,PopWeightAv,future,2060,823.5
AGO,Angola,CDD,rcp45,3,SSP5,mean,future,2060,1221.5
AGO,Angola,CDD,rcp45,3,SSP5,PopWeightAv,future,2060,1099.0
ALB,Albania,CDD,rcp45,4,SSP5,mean,future,2060,457.5
ALB,Albania,CDD,rcp45,4,SSP5,PopWeightAv,future,2060,553.0
ARE,United Arab Emirates,CDD,rcp45,5,SSP5,mean,future,2060,3305.5
ARE,United Arab Emirates,CDD,rcp45,5,SSP5,PopWeightAv,future,2060,3208.0
ARG,Argentina,CDD,rcp45,6,SSP5,mean,future,2060,498.5
ARG,Argentina,CDD,rcp45,6,SSP5,PopWeightAv,future,2060,626.0
ARM,Armenia,CDD,rcp45,7,SSP5,mean,future,2060,283.5
ARM,Armenia,CDD,rcp45,7,SSP5,PopWeightAv,future,2060,336.0
AUS,Australia,CDD,rcp45,8,SSP5,mean,future,2060,1672.0
AUS,Australia,CDD,rcp45,8,SSP5,PopWeightAv,future,2060,462.0
AUT,Austria,CDD,rcp45,9,SSP5,mean,future,2060,187.0
AUT,Austria,CDD,rcp45,9,SSP5,PopWeightAv,future,2060,302.0
AZE,Azerbaijan,CDD,rcp45,10,SSP5,mean,future,2060,707.0
AZE,Azerbaijan,CDD,rcp45,10,SSP5,PopWeightAv,future,2060,800.0
BDI,Burundi,CDD,rcp45,11,SSP5,mean,future,2060,911.5
BDI,Burundi,CDD,rcp45,11,SSP5,PopWeightAv,future,2060,863.0
BEL,Belgium,CDD,rcp45,12,SSP5,mean,future,2060,168.0
BEL,Belgium,CDD,rcp45,12,SSP5,PopWeightAv,future,2060,158.0
BEN,Benin,CDD,rcp45,13,SSP5,mean,future,2060,3263.0
BEN,Benin,CDD,rcp45,13,SSP5,PopWeightAv,future,2060,3167.0
